role,rank,phase,operator,input_shapes,input_dtypes,calls,gpu_kernel_count,gpu_total_us,gpu_mean_us,gpu_min_us,gpu_max_us
enterprise,0,prefill,aten.lift_fresh.default,[[1]],"[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.detach_.default,[[1]],"[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.empty.memory_format,[],[],10,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.lift_fresh.default,[[2]],"[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.detach_.default,[[2]],"[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.ge.Scalar,[[4096]],"[""torch.int64""]",2,2,3.328,1.664,1.568,1.76
enterprise,0,prefill,aten.lt.Scalar,[[4096]],"[""torch.int64""]",2,2,3.264,1.632,1.568,1.696
enterprise,0,prefill,aten.__and__.Tensor,"[[4096], [4096]]","[""torch.bool"", ""torch.bool""]",2,2,2.72,1.36,1.344,1.376
enterprise,0,prefill,aten.mul.Tensor,[[4096]],"[""torch.bool""]",2,2,5.44,2.72,2.56,2.88
enterprise,0,prefill,aten.add.Tensor,"[[4096], [4096]]","[""torch.int64"", ""torch.int64""]",1,1,1.728,1.728,1.728,1.728
enterprise,0,prefill,aten.__or__.Tensor,"[[4096], [4096]]","[""torch.bool"", ""torch.bool""]",1,1,1.376,1.376,1.376,1.376
enterprise,0,prefill,aten.sub.Tensor,"[[4096], [4096]]","[""torch.int64"", ""torch.int64""]",1,1,1.728,1.728,1.728,1.728
enterprise,0,prefill,aten.mul.Tensor,"[[4096], [4096]]","[""torch.bool"", ""torch.int64""]",1,1,3.456,3.456,3.456,3.456
enterprise,0,prefill,aten.bitwise_not.default,[[4096]],"[""torch.bool""]",1,1,1.376,1.376,1.376,1.376
enterprise,0,prefill,aten.to.dtype,[[4096]],"[""torch.int64""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.embedding.default,"[[75968, 2048], [4096]]","[""torch.float16"", ""torch.int64""]",1,1,36.672,36.672,36.672,36.672
enterprise,0,prefill,aten.unsqueeze.default,[[4096]],"[""torch.bool""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.masked_fill_.Scalar,"[[4096, 2048], [4096, 1]]","[""torch.float16"", ""torch.bool""]",1,1,76.415,76.415,76.415,76.415
enterprise,0,prefill,vllm.all_reduce.default,"[[4096, 2048]]","[""torch.float16""]",19,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,pynccl.all_reduce,"[[4096, 2048]]","[""torch.float16""]",19,19,22264.175,1171.7986842105263,1098.238,2006.46
enterprise,0,prefill,aten.detach.default,[[2048]],"[""torch.float16""]",19,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.empty_like.default,"[[4096, 2048]]","[""torch.float16""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,_C.rms_norm.default,"[[4096, 2048], [4096, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",1,1,123.167,123.167,123.167,123.167
enterprise,0,prefill,aten.linear.default,"[[4096, 2048], [1280, 2048], [1280]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",9,9,2648.122,294.23577777777774,292.864,299.775
enterprise,0,prefill,aten.split_with_sizes.default,"[[4096, 1280]]","[""torch.float16""]",9,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,_C.rotary_embedding.default,"[[4096], [4096, 1024], [4096, 128], [32768, 128]]","[""torch.int64"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",9,9,421.984,46.88711111111111,46.4,47.872
enterprise,0,prefill,aten.zeros.default,[],[],9,9,158.015,17.557222222222222,17.376,17.696
enterprise,0,prefill,aten.view.default,"[[4096, 1024]]","[""torch.float16""]",18,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.view.default,"[[4096, 128]]","[""torch.float16""]",18,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,vllm.unified_attention_with_output.default,"[[4096, 8, 128], [4096, 1, 128], [4096, 1, 128], [4096, 8, 128]]","[""torch.float16"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",9,18,4603.895,511.5438888888889,500.351,522.431
enterprise,0,prefill,aten.view.default,"[[4096, 8, 128]]","[""torch.float16""]",9,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.linear.default,"[[4096, 1024], [2048, 1024]]","[""torch.float16"", ""torch.float16""]",9,9,1806.429,200.71433333333334,198.944,210.079
enterprise,0,prefill,_C.fused_add_rms_norm.default,"[[4096, 2048], [4096, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",18,18,2498.685,138.81583333333333,134.336,140.288
enterprise,0,prefill,aten.linear.default,"[[4096, 2048], [11008, 2048]]","[""torch.float16"", ""torch.float16""]",9,9,18871.254,2096.806,2072.284,2120.859
enterprise,0,prefill,_C.silu_and_mul.default,"[[4096, 5504], [4096, 11008]]","[""torch.float16"", ""torch.float16""]",9,9,2631.035,292.33722222222224,291.231,296.447
enterprise,0,prefill,aten.linear.default,"[[4096, 5504], [2048, 5504]]","[""torch.float16"", ""torch.float16""]",9,9,8725.772,969.5302222222223,958.046,993.982
enterprise,0,prefill,aten.to.dtype_layout,"[[4096, 2048]]","[""torch.float16""]",6,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.detach.default,"[[4096, 2048]]","[""torch.float16""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.resolve_conj.default,"[[4096, 2048]]","[""torch.float16""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.resolve_neg.default,"[[4096, 2048]]","[""torch.float16""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.lift_fresh.default,"[[4096, 2048]]","[""torch.float16""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,c10d.broadcast_.default,"[[4096, 2048]]","[""torch.float16""]",2,2,1328.956,664.478,663.358,665.598
enterprise,0,prefill,aten.lift_fresh.default,[[1]],"[""torch.int64""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.to.device,[[1]],"[""torch.int64""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.detach_.default,[[1]],"[""torch.int64""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.index_select.default,"[[4096, 2048], [1]]","[""torch.float16"", ""torch.int64""]",1,1,3.04,3.04,3.04,3.04
enterprise,0,prefill,aten.linear.default,"[[1, 2048], [75968, 2048]]","[""torch.float16"", ""torch.float16""]",1,1,644.446,644.446,644.446,644.446
enterprise,0,prefill,aten.empty_like.default,"[[1, 75968]]","[""torch.float16""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,c10d.gather_.default,"[[1, 75968], [1, 75968], [1, 75968]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",1,1,44.608,44.608,44.608,44.608
enterprise,0,prefill,aten.cat.default,"[[1, 75968], [1, 75968]]","[""torch.float16"", ""torch.float16""]",1,1,3.136,3.136,3.136,3.136
enterprise,0,prefill,aten.alias.default,"[[1, 151936]]","[""torch.float16""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.to.dtype,"[[1, 151936]]","[""torch.float16""]",1,1,3.744,3.744,3.744,3.744
enterprise,0,prefill,aten.to.dtype_layout,"[[1, 151936]]","[""torch.float32""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.detach.default,"[[1, 151936]]","[""torch.float32""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.resolve_conj.default,"[[1, 151936]]","[""torch.float32""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.resolve_neg.default,"[[1, 151936]]","[""torch.float32""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.lift_fresh.default,[[1]],"[""torch.int64""]",32,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.detach_.default,[[1]],"[""torch.int64""]",32,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.lift_fresh.default,[[1]],"[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.detach_.default,[[1]],"[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.lift_fresh.default,"[[1, 257]]","[""torch.int32""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.detach_.default,"[[1, 257]]","[""torch.int32""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.lift_fresh.default,[[2]],"[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.detach_.default,[[2]],"[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.ge.Scalar,[[1]],"[""torch.int64""]",16,16,27.68,1.73,1.44,2.144
enterprise,0,decode,aten.lt.Scalar,[[1]],"[""torch.int64""]",16,16,23.776,1.486,1.44,1.632
enterprise,0,decode,aten.__and__.Tensor,"[[1], [1]]","[""torch.bool"", ""torch.bool""]",16,16,27.936,1.746,1.536,2.048
enterprise,0,decode,aten.mul.Tensor,[[1]],"[""torch.bool""]",16,16,32.48,2.03,1.632,2.592
enterprise,0,decode,aten.add.Tensor,"[[1], [1]]","[""torch.int64"", ""torch.int64""]",8,8,12.928,1.616,1.568,1.76
enterprise,0,decode,aten.__or__.Tensor,"[[1], [1]]","[""torch.bool"", ""torch.bool""]",8,8,12.544,1.568,1.536,1.728
enterprise,0,decode,aten.sub.Tensor,"[[1], [1]]","[""torch.int64"", ""torch.int64""]",8,8,12.416,1.552,1.472,1.856
enterprise,0,decode,aten.mul.Tensor,"[[1], [1]]","[""torch.bool"", ""torch.int64""]",8,8,19.168,2.396,2.336,2.656
enterprise,0,decode,aten.bitwise_not.default,[[1]],"[""torch.bool""]",8,8,12.992,1.624,1.568,1.792
enterprise,0,decode,aten.to.dtype,[[1]],"[""torch.int64""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.embedding.default,"[[75968, 2048], [1]]","[""torch.float16"", ""torch.int64""]",8,8,21.472,2.684,2.56,3.04
enterprise,0,decode,aten.unsqueeze.default,[[1]],"[""torch.bool""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.masked_fill_.Scalar,"[[1, 2048], [1, 1]]","[""torch.float16"", ""torch.bool""]",8,8,20.8,2.6,2.528,2.88
enterprise,0,decode,vllm.all_reduce.default,"[[1, 2048]]","[""torch.float16""]",152,0,0.0,0.0,0.0,0.0
enterprise,0,decode,pynccl.all_reduce,"[[1, 2048]]","[""torch.float16""]",152,152,6174.385,40.62095394736842,8.224,683.103
enterprise,0,decode,aten.detach.default,[[2048]],"[""torch.float16""]",152,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.empty_like.default,"[[1, 2048]]","[""torch.float16""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,_C.rms_norm.default,"[[1, 2048], [1, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",8,8,25.792,3.224,3.136,3.488
enterprise,0,decode,aten.linear.default,"[[1, 2048], [1280, 2048], [1280]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",72,72,1020.894,14.179083333333335,13.728,14.816
enterprise,0,decode,aten.split_with_sizes.default,"[[1, 1280]]","[""torch.float16""]",72,0,0.0,0.0,0.0,0.0
enterprise,0,decode,_C.rotary_embedding.default,"[[1], [1, 1024], [1, 128], [32768, 128]]","[""torch.int64"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",72,72,180.32,2.5044444444444443,2.4,2.752
enterprise,0,decode,aten.zeros.default,[],[],72,72,85.152,1.1826666666666668,1.152,1.312
enterprise,0,decode,aten.view.default,"[[1, 1024]]","[""torch.float16""]",144,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.view.default,"[[1, 128]]","[""torch.float16""]",144,0,0.0,0.0,0.0,0.0
enterprise,0,decode,vllm.unified_attention_with_output.default,"[[1, 8, 128], [1, 1, 128], [1, 1, 128], [1, 8, 128]]","[""torch.float16"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",72,224,1658.878,23.03997222222222,22.304,26.656
enterprise,0,decode,aten.view.default,"[[1, 8, 128]]","[""torch.float16""]",72,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.linear.default,"[[1, 1024], [2048, 1024]]","[""torch.float16"", ""torch.float16""]",72,72,939.904,13.054222222222222,12.704,14.624
enterprise,0,decode,_C.fused_add_rms_norm.default,"[[1, 2048], [1, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",144,144,398.016,2.764,2.56,3.072
enterprise,0,decode,aten.linear.default,"[[1, 2048], [11008, 2048]]","[""torch.float16"", ""torch.float16""]",72,72,6753.514,93.79880555555556,93.344,95.327
enterprise,0,decode,aten.empty.memory_format,[],[],72,0,0.0,0.0,0.0,0.0
enterprise,0,decode,_C.silu_and_mul.default,"[[1, 5504], [1, 11008]]","[""torch.float16"", ""torch.float16""]",72,72,263.838,3.6644166666666664,3.552,4.064
enterprise,0,decode,aten.linear.default,"[[1, 5504], [2048, 5504]]","[""torch.float16"", ""torch.float16""]",72,144,4169.719,57.91276388888889,57.376,59.712
enterprise,0,decode,aten.to.dtype_layout,"[[1, 2048]]","[""torch.float16""]",48,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.detach.default,"[[1, 2048]]","[""torch.float16""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.resolve_conj.default,"[[1, 2048]]","[""torch.float16""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.resolve_neg.default,"[[1, 2048]]","[""torch.float16""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.lift_fresh.default,"[[1, 2048]]","[""torch.float16""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,c10d.broadcast_.default,"[[1, 2048]]","[""torch.float16""]",16,16,96.8,6.05,5.376,6.88
enterprise,0,decode,aten.to.device,[[1]],"[""torch.int64""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.index_select.default,"[[1, 2048], [1]]","[""torch.float16"", ""torch.int64""]",8,8,19.264,2.408,2.4,2.432
enterprise,0,decode,aten.linear.default,"[[1, 2048], [75968, 2048]]","[""torch.float16"", ""torch.float16""]",8,8,5084.883,635.610375,634.815,636.894
enterprise,0,decode,aten.empty_like.default,"[[1, 75968]]","[""torch.float16""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,c10d.gather_.default,"[[1, 75968], [1, 75968], [1, 75968]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",8,8,190.144,23.768,23.36,24.48
enterprise,0,decode,aten.cat.default,"[[1, 75968], [1, 75968]]","[""torch.float16"", ""torch.float16""]",8,8,22.559,2.819875,2.751,2.88
enterprise,0,decode,aten.alias.default,"[[1, 151936]]","[""torch.float16""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.to.dtype,"[[1, 151936]]","[""torch.float16""]",8,8,26.784,3.348,3.264,3.392
enterprise,0,decode,aten.to.dtype_layout,"[[1, 151936]]","[""torch.float32""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.detach.default,"[[1, 151936]]","[""torch.float32""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.resolve_conj.default,"[[1, 151936]]","[""torch.float32""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.resolve_neg.default,"[[1, 151936]]","[""torch.float32""]",8,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.lift_fresh.default,[[4096]],"[""torch.int64""]",2,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.detach_.default,[[4096]],"[""torch.int64""]",2,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.lift_fresh.default,[[1]],"[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.detach_.default,[[1]],"[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.empty.memory_format,[],[],30,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.lift_fresh.default,[[2]],"[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.detach_.default,[[2]],"[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
cloud,1,prefill,c10d.broadcast_.default,"[[4096, 2048]]","[""torch.float16""]",2,2,8577.79,4288.895,2251.383,6326.407
cloud,1,prefill,aten.detach.default,[[2048]],"[""torch.float16""]",54,0,0.0,0.0,0.0,0.0
cloud,1,prefill,_C.fused_add_rms_norm.default,"[[4096, 2048], [4096, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",54,54,7502.693,138.93875925925926,137.92,140.063
cloud,1,prefill,aten.linear.default,"[[4096, 2048], [1280, 2048], [1280]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",27,27,8664.061,320.89114814814815,297.407,333.631
cloud,1,prefill,aten.split_with_sizes.default,"[[4096, 1280]]","[""torch.float16""]",27,0,0.0,0.0,0.0,0.0
cloud,1,prefill,_C.rotary_embedding.default,"[[4096], [4096, 1024], [4096, 128], [32768, 128]]","[""torch.int64"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",27,27,1336.604,49.503851851851856,46.559,51.072
cloud,1,prefill,aten.zeros.default,[],[],27,27,485.342,17.97562962962963,17.536,18.4
cloud,1,prefill,aten.view.default,"[[4096, 1024]]","[""torch.float16""]",54,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.view.default,"[[4096, 128]]","[""torch.float16""]",54,0,0.0,0.0,0.0,0.0
cloud,1,prefill,vllm.unified_attention_with_output.default,"[[4096, 8, 128], [4096, 1, 128], [4096, 1, 128], [4096, 8, 128]]","[""torch.float16"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",27,54,14918.115,552.5227777777777,503.198,598.878
cloud,1,prefill,aten.view.default,"[[4096, 8, 128]]","[""torch.float16""]",27,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.linear.default,"[[4096, 1024], [2048, 1024]]","[""torch.float16"", ""torch.float16""]",27,27,6060.679,224.4695925925926,202.879,235.807
cloud,1,prefill,vllm.all_reduce.default,"[[4096, 2048]]","[""torch.float16""]",54,0,0.0,0.0,0.0,0.0
cloud,1,prefill,pynccl.all_reduce,"[[4096, 2048]]","[""torch.float16""]",54,54,66394.138,1229.5210740740742,1187.035,1266.779
cloud,1,prefill,aten.linear.default,"[[4096, 2048], [11008, 2048]]","[""torch.float16"", ""torch.float16""]",27,27,60350.324,2235.1971851851854,2109.208,2315.063
cloud,1,prefill,_C.silu_and_mul.default,"[[4096, 5504], [4096, 11008]]","[""torch.float16"", ""torch.float16""]",27,27,8113.691,300.5070740740741,292.19,306.399
cloud,1,prefill,aten.linear.default,"[[4096, 5504], [2048, 5504]]","[""torch.float16"", ""torch.float16""]",27,27,28612.4,1059.7185185185185,988.381,1104.251
cloud,1,decode,aten.lift_fresh.default,[[1]],"[""torch.int64""]",16,0,0.0,0.0,0.0,0.0
