cloud_h2d_tp_ms,cloud_d2h_ms,cloud_worker_ms,cloud_body_read_ms,cloud_unpack_ms,cloud_executor_ms,cloud_dispatch_ms,rows,activation_bytes,upload_wire_bytes,download_wire_bytes,enterprise_d2h_ms,enterprise_pack_ms,rpc_ms,enterprise_unpack_ms,enterprise_h2d_tp_ms,gpu_ready_rtt_ms,cloud_pack_ms,upload_path_ms,download_path_ms,http_transport_ms,cloud_ipc_residual_ms,validation_ok,variant,pass_id,sample,warmup
0.199655,0.045992,0.245647,0.030758,0.029401,0.462622,0.031871,4,32768,32913,33093,0.070739,0.03981,11.238214,0.03671,0.251401,11.636979,0.026758,5.343835,5.342083,10.685918000000001,0.21697499999999997,True,baseline,0,5,False
0.190157,0.042187,0.232344,0.0314,0.030334,0.445384,0.031674,4,32768,32913,33091,0.068469,0.039908,11.246799,0.038144,0.273219,11.66666,0.024944,5.373663,5.339207,10.712869999999999,0.21304,True,baseline,0,6,False
0.198107,0.045265,0.243372,0.031279,0.029672,0.459268,0.034132,4,32768,32913,33093,0.070714,0.039116,11.248073,0.040461,0.263998,11.662473,0.025334,5.352967,5.345007,10.697973999999999,0.215896,True,baseline,0,7,False
0.190223,0.042161,0.232384,0.0328,0.030359,0.449418,0.031074,4,32768,32913,33091,0.06715,0.040226,11.239416,0.039418,0.233145,11.619471,0.026271,5.352653,5.347911,10.700564,0.21703399999999998,True,baseline,0,8,False
0.211342,0.044362,0.255704,0.032102,0.03108,0.476413,0.032914,4,32768,32913,33092,0.069792,0.040285,11.291883,0.038133,0.248611,11.688807,0.025954,5.374502,5.349354,10.723856,0.220709,True,baseline,0,9,False
0.187595,0.042152,0.229747,0.030185,0.029232,0.44573,0.032733,4,32768,32913,33092,0.067447,0.039646,11.250654,0.036955,0.257388,11.652212,0.025391,5.345642,5.370233,10.715875,0.215983,True,baseline,0,10,False
0.198534,0.055975,0.254509,0.070143,0.051334,0.563671,0.047098,16,131072,131220,131399,0.106009,0.063913,11.565868,0.041171,0.293334,12.070395,0.04073,5.422465,5.438641,10.861106,0.30916200000000005,True,baseline,0,3,False
0.195004,0.056396,0.2514,0.066693,0.040332,0.586494,0.056101,16,131072,131220,131397,0.084787,0.058112,11.56325,0.039873,0.273983,12.020126,0.041077,5.414529,5.422253,10.836782,0.33509399999999995,True,baseline,0,4,False
0.220147,0.056895,0.277042,0.068908,0.039335,0.570811,0.055399,16,131072,131220,131399,0.07925,0.056627,11.583284,0.042113,0.293706,12.055099,0.04096,5.427933,5.44679,10.874723,0.29376899999999995,True,baseline,0,5,False
0.20157,0.056806,0.258376,0.093283,0.042001,0.547204,0.045964,16,131072,131220,131398,0.077663,0.192336,11.737742,0.050101,0.311814,12.369785,0.039857,5.52504,5.535643,11.060683000000001,0.28882800000000003,True,baseline,0,6,False
0.190847,0.055874,0.246721,0.083511,0.039312,0.542482,0.044802,16,131072,131220,131399,0.074038,0.111902,11.628815,0.041574,0.233316,12.089768,0.042264,5.453223,5.504735,10.957958000000001,0.29576100000000005,True,baseline,0,7,False
0.203675,0.056222,0.259897,0.074496,0.039107,0.567047,0.044156,16,131072,131220,131399,0.073569,0.166559,11.650712,0.04221,0.226635,12.159785,0.040904,5.44182,5.515479,10.957298999999999,0.30715,True,baseline,0,8,False
0.193664,0.052662,0.246326,0.081629,0.042207,0.575796,0.046521,16,131072,131220,131399,0.071476,0.111338,11.649034,0.042009,0.342287,12.216237,0.039947,5.447035,5.495432,10.942467,0.32947,True,baseline,0,9,False
0.201424,0.055219,0.256643,0.066828,0.040414,0.556059,0.04421,16,131072,131220,131398,0.086588,0.121913,11.694829,0.045092,0.261129,12.209665,0.039566,5.466995,5.545396,11.012391000000001,0.29941599999999996,True,baseline,0,10,False
0.248409,0.121402,0.369811,0.24308,0.07398,1.515048,0.053838,64,524288,524438,524615,0.126361,0.684439,13.273929,0.072509,0.30571,14.463046,0.347587,5.61308,5.667877,11.280957,1.1452369999999998,True,baseline,0,3,False
0.272152,0.117204,0.389356,0.223625,0.073666,1.476936,0.048821,64,524288,524438,524617,0.125593,0.735075,13.316272,0.073651,0.298091,14.548804,0.422328,5.603199,5.688823,11.292022,1.08758,True,baseline,0,4,False
0.251132,0.121655,0.372787,0.227869,0.071497,1.40817,0.048603,64,524288,524438,524616,0.124645,0.684981,13.243804,0.074161,0.303772,14.431467,0.367531,5.645802,5.699613,11.345415,1.035383,True,baseline,0,5,False
0.245602,0.128089,0.373691,0.223017,0.069514,1.478175,0.052903,64,524288,524438,524617,0.122467,0.66226,13.157145,0.078022,0.301929,14.321927,0.260592,5.627517,5.66567,11.293187,1.104484,True,baseline,0,6,False
0.24285,0.103363,0.346213,0.150087,0.080958,1.020419,0.049234,64,524288,524438,524616,0.125677,0.754396,12.634283,0.073757,0.346032,13.934264,0.206025,5.675842,5.598905,11.274747000000001,0.674206,True,baseline,0,7,False
0.265247,0.135347,0.400594,0.224972,0.069229,1.648579,0.050394,64,524288,524438,524617,0.121471,0.629465,13.314238,0.072769,0.296875,14.434941,0.267268,5.657542,5.618307,11.275849000000001,1.247985,True,baseline,0,8,False
0.24758,0.115858,0.363438,0.218934,0.067124,1.043016,0.04768,64,524288,524438,524615,0.119779,0.634928,12.592073,0.074336,0.343197,13.764412,0.195304,5.628079,5.608175,11.236253999999999,0.679578,True,baseline,0,9,False
0.256251,0.107402,0.363653,0.151367,0.060596,1.465872,0.049159,64,524288,524438,524617,0.123461,0.666126,13.249208,0.073505,0.306076,14.418482,0.33493,5.65436,5.681888,11.336248,1.102219,True,baseline,0,10,False
0.337765,0.185488,0.523253,0.839481,0.303267,3.136855,0.052675,128,1048576,1048729,1048907,0.264128,0.402348,16.569187,0.134477,0.412798,17.783062,0.817345,6.256613,6.000066,12.256679,2.613602,True,baseline,0,3,False
0.361068,0.199846,0.560914,0.811158,0.302117,3.145804,0.052984,128,1048576,1048729,1048907,0.197286,0.417175,16.650569,0.132052,0.434587,17.831812,0.873993,6.226966,6.046253,12.273219000000001,2.58489,True,baseline,0,4,False
0.337345,0.211662,0.549007,0.813202,0.322277,3.250923,0.051842,128,1048576,1048729,1048907,0.187424,0.333163,16.69276,0.113287,0.403893,17.730638,0.847446,6.208463,6.009231,12.217694,2.7019159999999998,True,baseline,0,5,False
0.341809,0.203021,0.54483,0.785312,0.314746,3.177901,0.053304,128,1048576,1048729,1048906,0.178191,0.359549,16.613526,0.124852,0.397667,17.673896,0.883211,6.18338,5.99854,12.18192,2.6330709999999997,True,baseline,0,6,False
0.338106,0.195453,0.533559,0.788843,0.300981,3.02109,0.049951,128,1048576,1048729,1048906,0.201268,0.332513,16.520621,0.124887,0.387207,17.566632,0.931755,6.194527,6.019828,12.214355000000001,2.487531,True,baseline,0,7,False
0.352298,0.193155,0.545453,0.781986,0.308844,3.102474,0.052453,128,1048576,1048729,1048907,0.177926,0.343226,16.552859,0.129966,0.400233,17.604352,0.9043,6.154085,6.028175,12.18226,2.5570209999999998,True,baseline,0,8,False
0.336316,0.20894,0.545256,0.788914,0.3004,3.005229,0.050958,128,1048576,1048729,1048904,0.180099,0.359862,16.335986,0.143146,0.384488,17.403706,0.815117,6.175795,5.986094,12.161888999999999,2.4599729999999997,True,baseline,0,9,False
0.348575,0.199535,0.54811,0.782649,0.307346,3.171054,0.051304,128,1048576,1048729,1048906,0.18432,0.350889,16.634645,0.127216,0.388742,17.685935,0.920787,6.187283,5.994486,12.181769,2.622944,True,baseline,0,10,False
0.463959,0.36984,0.833799,1.831488,0.965874,5.860584,0.054534,256,2097152,2097307,2097484,0.307471,1.405692,23.2352,0.219212,0.518848,25.686579,1.779137,7.255769,7.316444,14.572213,5.026785,True,baseline,0,3,False
0.46009,0.304339,0.764429,1.799605,0.970945,5.675663,0.055484,256,2097152,2097307,2097484,0.310872,1.363093,23.013817,0.232415,0.520457,25.440791,1.778293,7.227605,7.303343,14.530947999999999,4.911234,True,baseline,0,4,False
0.46878,0.311822,0.780602,1.795322,0.575055,5.575107,0.055793,256,2097152,2097307,2097484,0.311971,1.381415,22.92692,0.242901,0.502797,25.366132,1.795177,7.603713,7.319547,14.923259999999999,4.794505,True,baseline,0,5,False
0.491998,0.307573,0.799571,1.820283,0.572835,5.545639,0.054008,256,2097152,2097307,2097485,0.310224,1.384538,22.863465,0.227826,0.508832,25.295004,1.818433,7.553614,7.316143,14.869757,4.746068,True,baseline,0,6,False
0.470274,0.350197,0.820471,1.847758,0.58133,5.611538,0.054463,256,2097152,2097307,2097484,0.304547,1.389906,22.943857,0.234845,0.502886,25.376194,1.806364,7.586694,7.300815,14.887509,4.791067,True,baseline,0,7,False
0.503776,0.361483,0.865259,1.823174,0.576376,5.685223,0.057415,256,2097152,2097307,2097485,0.313626,1.403252,22.966226,0.232667,0.523574,25.439465,1.807643,7.522998,7.314135,14.837133000000001,4.819964,True,baseline,0,8,False
0.490677,0.361719,0.852396,1.822302,0.586314,5.954315,0.055973,256,2097152,2097307,2097485,0.309432,1.424974,23.177412,0.207577,0.541848,25.661371,1.735143,7.545477,7.29789,14.843367,5.1019190000000005,True,baseline,0,9,False
0.483027,0.356527,0.839554,1.812834,0.582604,5.795297,0.058973,256,2097152,2097307,2097485,0.301001,1.409301,23.010782,0.233899,0.502191,25.457287,1.758601,7.539232,7.273474,14.812706,4.955743,True,baseline,0,10,False
0.697314,0.530996,1.22831,10.503854,0.844244,11.435162,0.073997,512,4194304,4194459,4194638,0.537529,2.689277,48.734934,0.524236,0.847339,53.333455,3.696738,16.030042,16.652267,32.682309000000004,10.206852,True,baseline,0,3,False
0.680218,0.606181,1.286399,10.462237,1.839957,11.859328,0.068113,512,4194304,4194459,4194639,0.720364,1.6335,49.51428,0.386248,0.79497,53.049502,3.736754,15.98142,16.026259,32.007678999999996,10.572929,True,baseline,0,4,False
0.686836,0.583947,1.270783,10.208282,0.694776,11.789115,0.068689,512,4194304,4194459,4194639,0.577468,1.633453,48.04384,0.525541,0.799474,51.579936,3.716879,15.726002,16.045898,31.771900000000002,10.518332000000001,True,baseline,0,5,False
0.693918,0.565723,1.259641,10.216208,0.642127,11.295728,0.069771,512,4194304,4194459,4194639,0.589157,1.656638,50.884108,1.435902,0.872979,55.438927,3.839966,15.700481,19.333181,35.033662,10.036087,True,baseline,0,6,False
0.666218,0.544397,1.210615,10.229937,0.646576,11.142953,0.071511,512,4194304,4194459,4194639,1.770784,3.939933,47.476283,0.444568,0.796071,54.427813,3.814058,15.735684,16.062395,31.798078999999998,9.932338,True,baseline,0,7,False
0.696414,0.56626,1.262674,10.201895,0.642345,11.247017,0.069184,512,4194304,4194459,4194638,0.480267,3.939254,47.494796,0.421879,0.790706,53.127078,3.80498,15.744643,15.983664,31.728307,9.984342999999999,True,baseline,0,8,False
0.690114,0.579424,1.269538,10.201732,0.635089,11.088512,0.068249,512,4194304,4194459,4194639,0.493174,3.854417,47.322162,0.415332,0.803857,52.889084,3.77354,15.723833,16.03,31.753833,9.818973999999999,True,baseline,0,9,False
0.681092,0.477092,1.158184,10.200412,0.647084,11.092819,0.071678,512,4194304,4194459,4194639,0.504484,3.88368,47.323569,0.414103,0.774155,52.900132,3.773616,15.701333,16.034348,31.735681,9.934635,True,baseline,0,10,False
1.210306,0.908329,2.118635,20.882306,1.270738,25.081436,0.084718,1024,8388608,8388766,8388945,0.79,5.656213,90.918496,1.062661,1.346167,99.77371,7.853741,26.575493,30.048386,56.623879,22.962801,True,baseline,0,3,False
1.254403,0.713223,1.967626,20.70287,1.322506,24.042853,0.082778,1024,8388608,8388766,8388944,0.744099,5.594298,91.352014,1.074903,1.405402,100.170846,7.711072,26.383092,31.805785,58.188877000000005,22.075227,True,baseline,0,4,False
1.263126,0.883715,2.146841,20.892955,1.106207,25.839538,0.091219,1024,8388608,8388766,8388945,0.754772,5.661224,91.532093,1.073171,1.363366,100.384783,7.886972,26.573504,30.03022,56.603724,23.692697000000003,True,baseline,0,5,False
1.228328,0.868854,2.097182,21.966747,0.789755,24.654574,0.084006,1024,8388608,8388766,8388945,0.822577,5.641846,91.015319,1.087788,1.371921,99.939569,7.811669,27.627855,30.043626,57.671481,22.557392,True,baseline,0,6,False
1.240584,0.790866,2.03145,20.974294,1.048765,24.034207,0.092407,1024,8388608,8388766,8388944,0.771876,5.579075,89.727305,1.09144,1.359006,98.528812,7.777401,26.655034,30.115382,56.770416,22.002757,True,baseline,0,7,False
1.228039,0.928676,2.156715,22.037829,0.78814,24.188096,0.085349,1024,8388608,8388766,8388944,0.748637,5.645293,90.700223,1.074515,1.381552,99.55036,7.839099,27.748299,30.047775,57.796074000000004,22.031381000000003,True,baseline,0,8,False
1.243973,0.818545,2.062518,20.96093,1.062224,24.38965,0.086638,1024,8388608,8388766,8388943,0.798686,5.607413,90.035245,1.067268,1.33168,98.840439,7.791389,26.645408,30.056105,56.701513,22.327132,True,baseline,0,9,False
1.197697,0.689321,1.887018,21.062187,1.135566,23.58637,0.0885,1024,8388608,8388766,8388942,0.766965,5.569051,89.249955,1.079545,1.376918,98.042613,7.688563,26.720504,30.025473,56.745976999999996,21.699351999999998,True,baseline,0,10,False
2.277605,5.114337,7.391942,44.615034,3.577875,63.992949,0.093051,2048,16777216,16777374,16777553,1.350637,20.363925,183.925126,2.460829,2.660037,210.760689,15.616013,50.411981,50.228819,100.6408,56.601007,True,baseline,0,3,False
2.048838,1.433743,3.482581,42.679347,4.933496,62.293838,0.096537,2048,16777216,16777374,16777553,1.27784,20.624693,182.1299,2.926692,2.465884,209.425226,15.993452,48.47029,50.336917,98.807207,58.811257,True,baseline,0,4,False
2.350096,1.335452,3.685548,50.779533,3.010909,57.309892,0.094284,2048,16777216,16777374,16777553,2.583285,8.5825,182.095031,2.285225,2.45642,198.002689,15.777996,56.550095,49.347251,105.897346,53.624344,True,baseline,0,5,False
2.279344,1.726251,4.005595,42.247717,2.269706,59.944476,0.093952,2048,16777216,16777374,16777553,1.485964,7.625033,175.332662,2.307555,2.451513,189.202878,15.623256,48.003292,49.392397,97.395689,55.938881,True,baseline,0,6,False
2.105685,5.112404,7.218089,42.67413,3.002369,64.814837,0.109592,2048,16777216,16777374,16777552,1.259075,6.984784,182.305551,2.304835,2.492102,195.346562,15.576352,48.443832,50.353607,98.797439,57.596748,True,baseline,0,7,False
2.093657,1.548014,3.641671,45.609357,3.668669,70.044056,0.091298,2048,16777216,16777374,16777553,1.287853,5.781317,190.850122,2.322259,2.55587,202.797621,15.777552,51.371062,49.889413,101.260475,66.402385,True,baseline,0,8,False
2.363303,1.320397,3.6837,42.536166,4.985871,58.056694,0.152356,2048,16777216,16777374,16777551,1.25321,5.837669,177.146375,2.261058,2.446007,188.944481,15.913432,48.562748,49.470455,98.033203,54.372994,True,baseline,0,9,False
2.263824,1.694567,3.958391,41.936828,2.792685,50.91237,0.101734,2048,16777216,16777374,16777552,1.240361,6.116084,166.919312,2.308315,2.462713,179.046942,15.820796,47.723977,49.562432,97.28640899999999,46.953979000000004,True,baseline,0,10,False
4.574134,2.044059,6.618193,102.951908,5.25348,160.245898,0.111214,4096,33554432,33554592,33554772,2.215948,46.205699,426.359636,5.671462,5.344286,485.797241,45.374863,109.016582,106.351932,215.368514,153.62770500000002,True,baseline,0,3,False
4.574322,2.081586,6.655908,97.107668,5.310159,146.426142,0.103501,4096,33554432,33554592,33554772,2.442703,38.187196,396.310403,5.48043,5.353046,447.774018,45.462251,102.855506,96.147567,199.003073,139.770234,True,baseline,0,4,False
4.505105,9.725777,14.230882,93.472161,5.464598,163.674389,0.106311,4096,33554432,33554592,33554773,2.398261,37.317727,410.260347,5.403941,5.368368,460.748794,45.245465,99.57057,96.192408,195.762978,149.44350699999998,True,baseline,0,5,False
4.454711,2.127302,6.582013,105.023631,5.417491,180.150697,0.107234,4096,33554432,33554592,33554773,2.391586,37.323504,449.199309,5.434557,5.427872,499.777007,45.735408,110.767982,107.004927,217.772909,173.56868400000002,True,baseline,0,6,False
4.447258,2.109301,6.556559,94.325762,6.10764,154.740145,0.156966,4096,33554432,33554592,33554771,2.43573,37.941221,412.257649,5.623995,5.790874,464.04962,45.589864,100.209166,105.448664,205.65783,148.18358600000002,True,baseline,0,7,False
4.551988,2.053123,6.605111,96.326644,5.016176,164.478922,0.167676,4096,33554432,33554592,33554772,2.40278,38.68857,416.258219,5.54531,5.011959,467.906951,45.346328,102.692394,98.551321,201.243715,157.87381100000002,True,baseline,0,8,False
4.570462,2.064804,6.635266,103.359379,4.920759,159.335136,0.140837,4096,33554432,33554592,33554773,2.40421,38.255034,414.8343,5.571663,5.332442,466.39778,45.24085,109.153041,96.037523,205.190564,152.69987,True,baseline,0,9,False
4.400911,2.15311,6.554021,97.236376,5.580986,154.073044,0.386569,4096,33554432,33554592,33554771,2.383576,37.154177,406.17774,5.411832,5.38198,456.509429,45.364289,102.96006,97.802896,200.762956,147.519023,True,baseline,0,10,False
8.839651,19.074775,27.914426,304.842294,16.569812,335.094618,0.330481,8192,67108864,67109024,67109208,33.863514,103.59397,1020.232434,13.372599,9.161474,1180.224201,99.37346,310.57949,258.276707,568.8561970000001,307.18019200000003,True,baseline,0,3,False
8.94413,34.311011,43.255141,313.28892,13.465406,333.33584,0.152128,8192,67108864,67109024,67109205,33.96985,101.85904,1013.249712,12.872418,9.084336,1171.035578,99.604674,319.308973,247.376453,566.685426,290.08069900000004,True,baseline,0,4,False
8.899927,3.897321,12.797248,300.367348,12.523583,316.370985,0.107004,8192,67108864,67109024,67109207,34.575864,102.789782,1046.18748,34.783639,9.266067,1227.603088,99.369459,306.127267,311.684521,617.811788,303.573737,True,baseline,0,5,False
8.937063,19.243096,28.180159,268.676958,12.602596,331.461038,0.106251,8192,67108864,67109024,67109208,4.64852,114.154319,943.801626,5.471699,9.086233,1077.162613,99.912217,274.647159,225.067033,499.714192,303.28087899999997,True,baseline,0,6,False
8.974147,19.23964,28.213787,207.137377,14.700182,332.151002,0.222737,8192,67108864,67109024,67109207,4.593442,44.335551,906.883783,7.044874,11.502663,974.360493,99.619754,213.569548,246.610813,460.180361,303.937215,True,baseline,0,7,False
8.957395,34.230076,43.187471,271.623447,13.717762,364.966623,0.095016,8192,67108864,67109024,67109208,4.060399,89.073929,1015.413644,5.440915,11.449494,1125.438692,100.302468,277.597908,258.72771,536.3256180000001,321.779152,True,baseline,0,8,False
8.899105,34.485832,43.384937,285.395846,13.331437,378.527971,0.094765,8192,67108864,67109024,67109208,11.421028,75.748271,1030.09698,5.476321,9.160931,1131.903851,99.788409,291.364337,246.984429,538.348766,335.143034,True,baseline,0,9,False
8.991817,34.276687,43.268504,296.496205,13.401712,376.763993,0.103569,8192,67108864,67109024,67109208,4.631702,87.910671,1044.478501,5.827368,9.26313,1152.111645,99.578848,302.362719,252.255153,554.617872,333.495489,True,baseline,0,10,False
17.688421,68.338533,86.026954,1176.543292,37.821165,756.700579,0.123634,16384,134217728,134217891,134218076,51.151469,215.720075,2697.421157,41.326528,17.913969,3023.533671,201.418243,1182.725449,518.624539,1701.349988,670.6736249999999,True,baseline,0,3,False
17.551034,68.38567,85.936704,1172.671878,37.807621,753.439519,0.125202,16384,134217728,134217891,134218075,51.529279,207.854194,2713.155965,38.904873,17.818376,3029.262968,201.165638,1178.891846,541.720082,1720.611928,667.502815,True,baseline,0,4,False
17.71904,68.352594,86.071634,1161.454771,37.945744,754.028043,0.129156,16384,134217728,134217891,134218075,51.45713,206.921414,2652.868818,39.058242,17.837656,2968.143541,201.526125,1167.570733,491.662547,1659.23328,667.956409,True,baseline,0,5,False
17.796378,68.230111,86.026489,1165.746232,37.766309,753.655271,0.201182,16384,134217728,134217891,134218076,38.809539,207.308318,2693.474759,40.250243,17.999697,2997.842972,201.42904,1171.511997,528.904095,1700.416092,667.628782,True,baseline,0,6,False
17.785197,72.013915,89.799112,1164.426417,40.540679,755.716601,0.111469,16384,134217728,134217891,134218076,51.189431,207.312913,2699.152514,41.702131,19.015807,3018.37336,201.846357,1170.39558,530.535141,1700.9307210000002,665.9174889999999,True,baseline,0,7,False
17.704096,68.389256,86.093352,1164.052538,42.853957,755.808413,0.124194,16384,134217728,134217891,134218076,51.507309,208.399557,2694.741354,42.770402,17.865603,3015.284423,201.834975,1170.384235,523.728826,1694.113061,669.715061,True,baseline,0,8,False
17.828124,68.504187,86.332311,1165.983713,38.377239,755.555977,0.123209,16384,134217728,134217891,134218076,52.064856,208.842926,2697.430924,40.219008,17.885111,3016.443189,202.613925,1172.01174,528.74313,1700.7548699999998,669.223666,True,baseline,0,9,False
17.828944,68.714589,86.543533,1174.62803,38.09999,754.969225,0.166506,16384,134217728,134217891,134218074,51.249573,207.094676,2685.759589,41.119032,17.748906,3002.97201,201.324944,1180.68526,510.507613,1691.192873,668.425692,True,baseline,0,10,False
4.500747,2.32984,6.830587,100.199644,7.515649,99.212156,0.117264,4096,33554432,33554592,33554771,2.408999,27.728594,348.900084,4.599098,4.670576,388.307527,40.921431,105.900741,95.227898,201.128639,92.381569,True,baseline,1,3,False
4.736749,17.881503,22.618252,102.373331,5.685591,149.737536,0.10928,4096,33554432,33554592,33554774,2.408326,26.963318,416.477829,4.597157,4.621388,455.068156,48.923086,108.084384,103.931884,212.016268,127.11928400000001,True,baseline,1,4,False
5.248275,2.114862,7.363137,89.222001,8.434864,138.500682,0.122193,4096,33554432,33554592,33554772,2.415949,27.81537,382.332465,4.612519,4.69368,421.870145,35.530292,95.023504,104.715567,199.739071,131.13754500000002,True,baseline,1,5,False
4.837052,2.122427,6.959479,106.155348,4.944597,142.538257,0.113134,4096,33554432,33554592,33554773,2.393453,27.194431,522.944715,8.547506,4.676227,565.756497,47.805695,111.906032,215.631703,327.537735,135.578778,True,baseline,1,6,False
4.518157,2.302921,6.821078,102.777296,4.499817,124.492693,0.114498,4096,33554432,33554592,33554773,2.892277,30.04089,379.570595,4.662994,4.627413,421.794307,35.822615,108.402747,106.231567,214.63431400000002,117.671615,True,baseline,1,7,False
4.45109,2.167467,6.618557,92.594996,9.788979,123.148731,0.11851,4096,33554432,33554592,33554770,5.667752,22.917419,395.596613,4.693081,4.690082,433.565325,51.091402,98.273948,113.169493,211.443441,116.530174,True,baseline,1,8,False
4.794179,17.689467,22.483646,101.48687,5.478888,147.975146,0.105668,4096,33554432,33554592,33554774,2.414791,18.677713,400.509773,4.633596,4.700851,430.936976,35.849742,107.117707,103.977172,211.094879,125.4915,True,baseline,1,9,False
4.778559,2.903764,7.682323,85.621992,9.949577,143.412138,0.110766,4096,33554432,33554592,33554772,2.413912,20.953478,398.703359,4.747791,4.836729,431.65547,47.793748,91.67007,105.760359,197.430429,135.729815,True,baseline,1,10,False
0.368533,0.267958,0.636491,0.469343,0.165089,2.047974,0.0628,128,1048576,1048729,1048905,0.179764,0.376179,14.594457,0.133909,0.428115,15.712575,0.381223,5.894686,6.03962,11.934306,1.411483,True,baseline,1,3,False
0.363782,0.232029,0.595811,0.471302,0.166567,2.154195,0.0596,128,1048576,1048729,1048905,0.181256,0.341493,14.601558,0.12827,0.40616,15.658886,0.323835,5.904536,5.989836,11.894372,1.5583840000000002,True,baseline,1,4,False
0.359128,0.307861,0.666989,0.462653,0.157758,2.01508,0.057244,128,1048576,1048729,1048906,0.175574,0.339819,14.46672,0.148016,0.386653,15.516944,0.376609,5.856094,6.00096,11.857054,1.3480910000000002,True,baseline,1,5,False
0.35979,0.35206,0.71185,0.466984,0.162422,2.045749,0.058622,128,1048576,1048729,1048904,0.176416,0.340991,14.441353,0.154582,0.402607,15.516099,0.326974,5.873077,5.971586,11.844663,1.3338989999999997,True,baseline,1,6,False
0.347266,0.204597,0.551863,0.460192,0.154413,1.857411,0.057192,128,1048576,1048729,1048907,0.194818,0.335278,14.242787,0.167891,0.376849,15.317772,0.376431,5.824648,5.969435,11.794083,1.305548,True,baseline,1,7,False
0.354655,0.278699,0.633354,0.458535,0.156714,1.929629,0.056816,128,1048576,1048729,1048907,0.20644,0.342021,14.299392,0.144512,0.409586,15.402055,0.325505,5.852108,5.975809,11.827917,1.296275,True,baseline,1,8,False
0.367356,0.289286,0.656642,0.458871,0.153699,2.128256,0.056135,128,1048576,1048729,1048907,0.200869,0.344646,14.710575,0.128937,0.384353,15.7695,0.411505,5.842939,6.114745,11.957684,1.471614,True,baseline,1,9,False
0.359712,0.259889,0.619601,0.479793,0.173334,2.000324,0.058069,128,1048576,1048729,1048907,0.199572,0.582084,14.601663,0.140776,0.394055,15.918292,0.321069,5.842267,6.203731,12.045998,1.3807230000000001,True,baseline,1,10,False
0.54238,0.472058,1.014438,0.796187,0.209517,4.17939,0.062226,256,2097152,2097307,2097483,0.283104,1.177991,17.791796,0.600903,0.538699,20.39262,0.498791,6.189682,6.648468,12.83815,3.1649519999999995,True,baseline,1,3,False
0.546481,0.371651,0.918132,0.79936,0.320686,3.930709,0.053163,256,2097152,2097307,2097484,0.408956,1.342139,17.584952,0.535146,0.516355,20.387696,0.564273,6.192914,6.520502,12.713415999999999,3.012577,True,baseline,1,4,False
