variant,activation_bytes_each_direction,activation_mib_each_direction,samples,rows,gpu_ready_rtt_ms_mean,gpu_ready_rtt_ms_p50,gpu_ready_rtt_ms_p95,gpu_ready_rtt_ms_std,rpc_ms_mean,rpc_ms_p50,rpc_ms_p95,rpc_ms_std,http_transport_ms_mean,http_transport_ms_p50,http_transport_ms_p95,http_transport_ms_std,upload_path_ms_mean,upload_path_ms_p50,upload_path_ms_p95,upload_path_ms_std,download_path_ms_mean,download_path_ms_p50,download_path_ms_p95,download_path_ms_std,enterprise_d2h_ms_mean,enterprise_d2h_ms_p50,enterprise_d2h_ms_p95,enterprise_d2h_ms_std,enterprise_pack_ms_mean,enterprise_pack_ms_p50,enterprise_pack_ms_p95,enterprise_pack_ms_std,enterprise_unpack_ms_mean,enterprise_unpack_ms_p50,enterprise_unpack_ms_p95,enterprise_unpack_ms_std,enterprise_h2d_tp_ms_mean,enterprise_h2d_tp_ms_p50,enterprise_h2d_tp_ms_p95,enterprise_h2d_tp_ms_std,cloud_body_read_ms_mean,cloud_body_read_ms_p50,cloud_body_read_ms_p95,cloud_body_read_ms_std,cloud_unpack_ms_mean,cloud_unpack_ms_p50,cloud_unpack_ms_p95,cloud_unpack_ms_std,cloud_dispatch_ms_mean,cloud_dispatch_ms_p50,cloud_dispatch_ms_p95,cloud_dispatch_ms_std,cloud_executor_ms_mean,cloud_executor_ms_p50,cloud_executor_ms_p95,cloud_executor_ms_std,cloud_worker_ms_mean,cloud_worker_ms_p50,cloud_worker_ms_p95,cloud_worker_ms_std,cloud_h2d_tp_ms_mean,cloud_h2d_tp_ms_p50,cloud_h2d_tp_ms_p95,cloud_h2d_tp_ms_std,cloud_d2h_ms_mean,cloud_d2h_ms_p50,cloud_d2h_ms_p95,cloud_d2h_ms_std,cloud_pack_ms_mean,cloud_pack_ms_p50,cloud_pack_ms_p95,cloud_pack_ms_std,cloud_ipc_residual_ms_mean,cloud_ipc_residual_ms_p50,cloud_ipc_residual_ms_p95,cloud_ipc_residual_ms_std,upload_wire_bytes_mean,download_wire_bytes_mean
baseline,67108864,64.0,16,8192,1138.085755125,1146.4202325,1192.06892275,53.639072607222516,1016.5410050625001,1023.6601895000001,1056.408847,38.879173187113125,544.6518966875001,547.066765,581.09509475,32.41689658544207,296.0895933125,303.1536325,317.63243124999997,24.244664494938657,248.562303375,247.180441,273.15132850000003,19.62102147864119,11.302075437500001,4.6256065,34.1213535,11.441633781323393,88.96972825,88.0411435,106.23405725,14.539278009843725,11.893368437500001,12.49551,18.725358999999997,6.682257161943214,9.3793098125,9.0852845,11.46278625,0.7979532595116566,290.26732,297.39129,311.87975775,24.412497303075593,13.100085499999999,12.541921,15.1675895,1.1087617432873031,0.1301095625,0.107898,0.249673,0.05982360156009578,357.842716375,355.47600650000004,387.7721045,23.538748081109354,37.7741275625,43.273026,43.835353749999996,9.168494801329109,9.044229625,8.991522,9.257239499999999,0.1553137108503605,28.7298979375,34.281504,34.627422249999995,9.103230686823597,100.80973999999999,100.544465,103.19142925,2.0124562934413945,320.0685888125,313.046641,344.093611,17.4158574032664,67109024.0,67109207.375
baseline,134217728,128.0,16,16384,2942.0651625,2930.4224535,3024.96599525,69.64269446667451,2656.23471,2645.6096135,2702.65337675,38.285049596431996,1658.4684055625,1645.3150704999998,1706.165473,39.87729756609634,1135.6278406875,1139.5997965000001,1181.19530725,39.36272219640687,522.8405648749999,526.2359779999999,541.780828,14.74276744702898,40.8252189375,39.924223,51.66317325,11.491983864040705,193.46692543749998,194.88959599999998,210.56221325,15.40401266342523,33.181099437499995,34.314366,41.969198750000004,7.626103678398466,18.3569255,17.844271499999998,20.5902115,1.8228749321153723,1129.4879615,1133.4014825,1175.1068455,39.42126036560769,38.474777624999994,37.814392999999995,42.23393125,1.792814692271621,0.173710125,0.127179,0.277664,0.0821616316528547,756.3032091875,755.6816745,761.5891435,3.0733934878877247,85.57145274999999,85.9815965,87.35742775,1.640850505168375,17.536421625000003,17.711568,17.881120000000003,0.362351556249569,68.03503112499999,68.284322,69.5394205,1.361727798251584,202.805135875,202.230141,205.13932699999998,1.6209217903032773,670.7317564375,670.139713,675.8175717500001,3.3264867662156257,134217891.0,134218075.625
stage1,8192,0.0078125,16,1,11.880470500000001,11.718338,12.59101075,0.7112342424414404,11.5118384375,11.346035,12.2268625,0.7143840452938257,10.9397683125,10.746514999999999,11.64323775,0.7332284724527992,5.576663999999999,5.386632,6.26861975,0.7347075335422592,5.3631043125,5.360288000000001,5.37866475,0.008297786856435996,0.06491250000000001,0.0636425,0.07190525,0.0038180200202460957,0.0329665625,0.032902,0.034418000000000004,0.000906512270238936,0.036353625,0.0359065,0.0392505,0.0015810925761558046,0.234297875,0.228791,0.26424825,0.024556432950132948,0.21816175,0.0300415,0.78665975,0.7309514476765453,0.0348978125,0.0349695,0.037548250000000005,0.0019374797488861015,0.0429453125,0.040669,0.053877999999999995,0.005065545031370637,0.45916975,0.4886165,0.5211567500000001,0.058028310465129865,0.2598656875,0.2693765,0.28891475,0.023488253334695702,0.21464556250000003,0.226293,0.24267,0.025090354862398693,0.045220125,0.043242,0.0545475,0.006992911722549843,0.0328070625,0.032664,0.042843,0.008448337961314863,0.1993040625,0.21336299999999997,0.23763099999999998,0.03692184569037135,8335.0,8514.4375
stage1,32768,0.03125,16,4,11.7452304375,11.7228135,11.8755555,0.08207865733777024,11.3711585625,11.3492955,11.4755755,0.06966809064859669,10.738547625,10.730570499999999,10.7902455,0.031128919825210176,5.3720265,5.367813,5.3991985,0.015467398779368197,5.366521125,5.364557,5.3910469999999995,0.017840964901298738,0.06731137499999999,0.06639300000000001,0.071618,0.003309568039695663,0.039076625000000004,0.0399925,0.04262825,0.0027315883171471866,0.038163125,0.0370535,0.0461605,0.003233121960176418,0.22942081250000002,0.22996250000000001,0.25083925,0.013193216236094358,0.0356060625,0.0349125,0.03835925,0.0019483349130972702,0.0355101875,0.0344465,0.0408895,0.0039377714068167735,0.0429144375,0.04274,0.05483975,0.0055994086737881305,0.5127831875,0.5087345,0.55505925,0.028436429901226058,0.27469537499999996,0.2758045,0.29343275,0.013015036111527887,0.22863475,0.2288665,0.247421,0.012824475254859363,0.046060625,0.045716,0.0482505,0.0010959441634385398,0.038809625,0.039851,0.0458125,0.004962084741756735,0.2380878125,0.23350649999999998,0.26227225,0.018435088521006445,32913.0,33092.25
stage1,131072,0.125,16,16,11.9584654375,11.930971,12.0573005,0.06459147329366399,11.5301559375,11.5072545,11.61352675,0.05884213740856645,10.844539625,10.824886,10.908768250000001,0.04089377059356806,5.3972865,5.39358,5.4198335,0.013823649983814034,5.447253125,5.428549,5.51777825,0.04478332484010516,0.077738375,0.07761,0.08216625,0.002318550837134049,0.0552170625,0.047658500000000006,0.08186525,0.015845067558505194,0.0421095,0.039696,0.056644,0.005872255050234109,0.253145625,0.25626899999999997,0.2656245,0.01122334467680535,0.060935625,0.063018,0.0684185,0.005193594310241705,0.040720000000000006,0.0390915,0.049116,0.004458105272983132,0.0495504375,0.048348,0.05507275,0.003517693686365222,0.55129875,0.552879,0.57256975,0.015808259749653022,0.3026403125,0.3030695,0.31280125000000003,0.007852460074068741,0.24730256250000002,0.24807099999999999,0.25809075,0.007830869906727718,0.055337750000000005,0.055292,0.05634375,0.0006283101841447427,0.04142675,0.0411385,0.046194,0.004002622694871452,0.2486584375,0.247248,0.26377,0.012258747427698053,131220.0,131398.4375
stage1,524288,0.5,16,64,12.9889905625,13.0640635,13.2446455,0.2402547245183145,12.249046750000002,12.3227545,12.36779175,0.10708291734825164,11.329355375,11.3635795,11.4046715,0.0718121239667049,5.5698485,5.5509755,5.6203285,0.032614796551948565,5.7595068750000005,5.814696,5.8560085,0.09173959129233347,0.1884305,0.1857225,0.25204574999999996,0.05947388116013617,0.18485775,0.1815405,0.28114175,0.08475990983544342,0.0747091875,0.07381199999999999,0.079633,0.0031955526951286148,0.2918303125,0.2888015,0.30496650000000003,0.008118214002466533,0.203729625,0.196714,0.232767,0.016845351854721677,0.0684054375,0.06674050000000001,0.0858795,0.008569570051705845,0.047970562499999994,0.047588,0.055817,0.00396974586668892,0.735838375,0.745198,0.7828715,0.044268704759789106,0.38391243750000004,0.3827955,0.40499925000000003,0.01652232552854149,0.286174625,0.28585150000000004,0.30334875,0.013375861252060561,0.09773781250000001,0.097502,0.10395675,0.003808002646052619,0.0647935625,0.06740199999999999,0.07109475000000001,0.006086607131324787,0.3519259375,0.363782,0.38019125,0.02945863345113947,524438.0,524616.25
stage1,1048576,1.0,16,128,14.136597250000001,14.142069,14.763220500000001,0.4988255149104619,13.2811925625,13.282164999999999,13.925313749999999,0.5107700044645791,11.93337775,11.884221,12.431675,0.41272446072720564,5.917871375,5.924868999999999,6.1489765,0.19464994302429003,6.015506374999999,5.948036999999999,6.297954750000001,0.30747721803754735,0.1865154375,0.187355,0.2099055,0.01349195910982144,0.159819,0.1585765,0.1771125,0.011269449431982026,0.1382816875,0.135432,0.1642915,0.016468480025182766,0.3706615,0.362904,0.41440975,0.023166337124154956,0.5524825625,0.553131,0.765743,0.19216915390222256,0.19092643750000002,0.190923,0.290084,0.07867255326904736,0.049428625000000004,0.048832,0.05586825,0.003548059802113684,0.990153375,1.0018734999999999,1.0481342500000002,0.040978542441250584,0.5022725625,0.498617,0.52670525,0.013204414228624228,0.343514875,0.3413,0.37431725000000005,0.015756266141899705,0.1587576875,0.158111,0.1716485,0.007819634603985263,0.11297506250000001,0.1170915,0.12677175000000002,0.010996688987308581,0.4878808125,0.5085715,0.5277927500000001,0.036153191214986044,1048729.0,1048906.1875
stage1,2097152,2.0,16,256,17.87189025,19.2338675,19.54624325,1.7676932455707457,15.948980874999998,16.826936500000002,17.380177500000002,1.3643334225094994,13.735731812500001,14.3286465,15.05910075,1.1732471239483302,6.92364375,7.1758515,8.01707625,0.959130266856157,6.8120880625,6.796697,7.23413175,0.38307981284199594,0.542903875,0.5724395,0.77621775,0.22717682213803056,0.6201869375,0.623717,0.93746025,0.30594986305469,0.2435970625,0.23951,0.2970715,0.03365199858379282,0.5160835,0.5147364999999999,0.5508995,0.02166499974901915,1.4419579375000002,1.627633,2.499216,0.9264507495407183,0.3959580625,0.360166,0.6576655,0.21187624777257025,0.05553118750000001,0.0535585,0.0639325,0.005557886392536624,1.560434625,1.568017,1.6383555,0.054914501876638884,0.7702066875,0.770877,0.803644,0.021730254021521327,0.4912324375,0.49470400000000003,0.51101625,0.014167505028977175,0.27897425,0.27403299999999997,0.321235,0.01982193344977982,0.1979975625,0.1985105,0.2198585,0.01539030807833598,0.7902279375,0.790692,0.847423,0.04130675348303947,2097307.0,2097484.0
stage1,4194304,4.0,16,512,22.9019975625,22.705742,24.881554,1.6042034240131438,20.3675274375,20.324227999999998,21.8852805,1.3456535521258328,15.93042625,15.904119000000001,16.67593375,0.6466080368396007,8.0199520625,7.9710675,8.755015,0.6509002849800102,7.9104741875,7.924328,7.978055,0.06661247582305695,0.5362499375,0.465208,0.8153925,0.2250046024438913,0.6218580625000001,0.543056,0.9436724999999999,0.3318454750837483,0.5589934999999999,0.5692664999999999,0.5830497499999999,0.02541034655411059,0.8172309375,0.821386,0.8434045,0.019086612636442152,2.495183375,2.4746230000000002,3.22034875,0.6734910795425277,1.0837104375000002,1.0683660000000001,1.7138465,0.5856407874501622,0.07248225,0.0695335,0.084226,0.006939721045366306,2.831131375,2.8115115,2.95874025,0.09021524313612073,1.1536225625,1.1559439999999999,1.1878445,0.02340319309669286,0.7577352500000001,0.7564,0.7926755,0.017498478335629633,0.3958873125,0.3964275,0.41027175,0.011016764360048906,0.4461849375,0.4442115,0.48659949999999996,0.02862613205505755,1.6775088125,1.6594435,1.7789145,0.07037919680489647,4194459.0,4194636.625
stage1,8388608,8.0,16,1024,40.43822125,41.2284485,46.38279475,5.192845310339766,33.4881761875,34.4589345,36.53573575,2.9350933536096897,24.832379625,25.832635500000002,26.94429725,2.0748782325719706,11.3142331875,11.3007675,11.8948275,0.5334359312114273,13.5181464375,14.5342415,15.08446975,1.5714145857815487,1.7009566875000002,1.6958235,2.641062,0.9253323913943517,2.4167218124999996,2.436943,3.8237545,1.3850500437287103,1.4165588125,1.248197,2.2444905,0.3731704257981899,1.4156400000000002,1.3873190000000002,1.513718,0.07258556217578672,5.7743910625,5.7568090000000005,6.34704675,0.5267080378598599,2.009865125,1.9944160000000002,2.9056445,0.8256705897897384,0.0901815625,0.0904555,0.09627325,0.004389857784836971,5.560289375,5.5553215,5.644757,0.054449292427536385,1.96196425,1.9667810000000001,2.0305347499999997,0.05423244486640351,1.29662725,1.289848,1.3497430000000001,0.04394313966010509,0.6653370000000001,0.6670555,0.683106,0.013795048115175243,0.9904962500000001,0.996643,1.0138992500000001,0.01843664903968452,3.598325125,3.5959165,3.6280365,0.01630480424550917,8388766.0,8388942.25
stage1,16777216,16.0,16,2048,64.9408745625,61.2837315,75.73384324999999,5.628409623395193,54.3354000625,52.7297095,58.2342085,2.4977207221865654,39.342819,37.700167,43.20623525,2.5266514382368563,17.836008,17.817164,17.904459250000002,0.07439867926499116,21.506811,19.877825,25.380644750000002,2.5348926254090873,2.326037875,1.3500355,8.735491,2.431597020130954,2.8239430624999997,2.2393035,7.589052000000001,1.8173588443592898,3.0726703125,2.418507,5.1899887499999995,1.2351087906368168,2.382634125,2.3761194999999997,2.4727615,0.055831399772971656,12.2417264375,12.2340615,12.333578750000001,0.0863937419897765,2.3025849375,2.2833579999999998,2.43888,0.1076315281553625,0.0970413125,0.0970705,0.10378275000000001,0.004690501182159936,10.4999548125,10.4877965,10.725828499999999,0.19485417916682526,3.501159375,3.4575195,3.68710425,0.17012369202247926,2.312664,2.3183075000000004,2.37907625,0.05062186932665565,1.188495375,1.1436890000000002,1.347633,0.17647470729890552,2.0877169999999996,2.0792395,2.1430117500000003,0.037749321402841124,6.9987954375,7.0280664999999996,7.04359975,0.0483057068794264,16777374.0,16777551.9375
