role,rank,phase,operator,input_shapes,input_dtypes,calls,gpu_kernel_count,gpu_total_us,gpu_mean_us,gpu_min_us,gpu_max_us
enterprise,0,prefill,aten.lt.Scalar,[[1024]],"[""torch.int64""]",8,8,13.76,1.72,1.568,1.952
enterprise,0,prefill,aten.__and__.Tensor,"[[1024], [1024]]","[""torch.bool"", ""torch.bool""]",8,8,10.912,1.364,1.344,1.408
enterprise,0,prefill,aten.mul.Tensor,[[1024]],"[""torch.bool""]",8,8,22.848,2.856,2.56,3.296
enterprise,0,prefill,aten.add.Tensor,"[[1024], [1024]]","[""torch.int64"", ""torch.int64""]",4,4,6.944,1.736,1.728,1.76
enterprise,0,prefill,aten.__or__.Tensor,"[[1024], [1024]]","[""torch.bool"", ""torch.bool""]",4,4,5.568,1.392,1.376,1.408
enterprise,0,prefill,aten.sub.Tensor,"[[1024], [1024]]","[""torch.int64"", ""torch.int64""]",4,4,6.88,1.72,1.696,1.728
enterprise,0,prefill,aten.mul.Tensor,"[[1024], [1024]]","[""torch.bool"", ""torch.int64""]",4,4,15.36,3.84,3.456,3.968
enterprise,0,prefill,aten.bitwise_not.default,[[1024]],"[""torch.bool""]",4,4,5.408,1.352,1.344,1.376
enterprise,0,prefill,aten.to.dtype,[[1024]],"[""torch.int64""]",4,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.embedding.default,"[[75968, 2048], [1024]]","[""torch.float16"", ""torch.int64""]",4,4,37.728,9.432,8.608,11.2
enterprise,0,prefill,aten.unsqueeze.default,[[1024]],"[""torch.bool""]",4,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.masked_fill_.Scalar,"[[1024, 2048], [1024, 1]]","[""torch.float16"", ""torch.bool""]",4,4,42.848,10.712,10.56,10.816
enterprise,0,prefill,vllm.all_reduce.default,"[[1024, 2048]]","[""torch.float16""]",76,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,pynccl.all_reduce,"[[1024, 2048]]","[""torch.float16""]",76,76,42184.871,555.0640921052632,290.496,4579.553
enterprise,0,prefill,aten.detach.default,[[2048]],"[""torch.float16""]",73,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.empty_like.default,"[[1024, 2048]]","[""torch.float16""]",4,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,_C.rms_norm.default,"[[1024, 2048], [1024, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",4,4,121.824,30.456,30.368,30.56
enterprise,0,prefill,aten.linear.default,"[[1024, 2048], [1280, 2048], [1280]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",36,36,2649.12,73.58666666666667,72.864,74.176
enterprise,0,prefill,aten.split_with_sizes.default,"[[1024, 1280]]","[""torch.float16""]",36,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,_C.rotary_embedding.default,"[[1024], [1024, 1024], [1024, 128], [32768, 128]]","[""torch.int64"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",36,36,394.944,10.970666666666666,10.752,11.2
enterprise,0,prefill,aten.zeros.default,[],[],36,36,97.824,2.7173333333333334,2.656,2.816
enterprise,0,prefill,aten.view.default,"[[1024, 1024]]","[""torch.float16""]",72,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.view.default,"[[1024, 128]]","[""torch.float16""]",72,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,vllm.unified_attention_with_output.default,"[[1024, 8, 128], [1024, 1, 128], [1024, 1, 128], [1024, 8, 128]]","[""torch.float16"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",36,72,5576.801,154.91113888888887,64.384,244.544
enterprise,0,prefill,aten.view.default,"[[1024, 8, 128]]","[""torch.float16""]",36,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.linear.default,"[[1024, 1024], [2048, 1024]]","[""torch.float16"", ""torch.float16""]",36,36,1781.952,49.498666666666665,48.544,50.592
enterprise,0,prefill,_C.fused_add_rms_norm.default,"[[1024, 2048], [1024, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",69,69,2054.432,29.774376811594205,25.888,31.232
enterprise,0,prefill,aten.linear.default,"[[1024, 2048], [11008, 2048]]","[""torch.float16"", ""torch.float16""]",36,36,19333.54,537.0427777777777,532.928,541.152
enterprise,0,prefill,aten.empty.memory_format,[],[],36,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,_C.silu_and_mul.default,"[[1024, 5504], [1024, 11008]]","[""torch.float16"", ""torch.float16""]",36,36,2749.312,76.36977777777778,75.584,77.088
enterprise,0,prefill,aten.linear.default,"[[1024, 5504], [2048, 5504]]","[""torch.float16"", ""torch.float16""]",36,36,8421.953,233.94313888888888,229.472,236.864
enterprise,0,prefill,aten.to.dtype_layout,"[[1024, 2048]]","[""torch.float16""]",24,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.detach.default,"[[1024, 2048]]","[""torch.float16""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.resolve_conj.default,"[[1024, 2048]]","[""torch.float16""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.resolve_neg.default,"[[1024, 2048]]","[""torch.float16""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.lift_fresh.default,"[[1, 128]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.detach_.default,"[[1, 128]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.lift_fresh.default,"[[1024, 2048]]","[""torch.float16""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,c10d.broadcast_.default,"[[1024, 2048]]","[""torch.float16""]",8,8,1442.048,180.256,177.952,182.624
enterprise,0,prefill,aten.lift_fresh.default,"[[1, 192]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.detach_.default,"[[1, 192]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.lift_fresh.default,"[[1, 256]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.detach_.default,"[[1, 256]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.lift_fresh.default,[[1]],"[""torch.int64""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.to.device,[[1]],"[""torch.int64""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.detach_.default,[[1]],"[""torch.int64""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.index_select.default,"[[1024, 2048], [1]]","[""torch.float16"", ""torch.int64""]",1,1,2.752,2.752,2.752,2.752
enterprise,0,prefill,aten.linear.default,"[[1, 2048], [75968, 2048]]","[""torch.float16"", ""torch.float16""]",1,1,642.784,642.784,642.784,642.784
enterprise,0,prefill,aten.empty_like.default,"[[1, 75968]]","[""torch.float16""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,c10d.gather_.default,"[[1, 75968], [1, 75968], [1, 75968]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",1,1,58.689,58.689,58.689,58.689
enterprise,0,prefill,aten.cat.default,"[[1, 75968], [1, 75968]]","[""torch.float16"", ""torch.float16""]",1,1,2.848,2.848,2.848,2.848
enterprise,0,prefill,aten.alias.default,"[[1, 151936]]","[""torch.float16""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.to.dtype,"[[1, 151936]]","[""torch.float16""]",1,1,3.328,3.328,3.328,3.328
enterprise,0,prefill,aten.to.dtype_layout,"[[1, 151936]]","[""torch.float32""]",2,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.detach.default,"[[1, 151936]]","[""torch.float32""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.resolve_conj.default,"[[1, 151936]]","[""torch.float32""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,prefill,aten.resolve_neg.default,"[[1, 151936]]","[""torch.float32""]",1,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.lift_fresh.default,[[1]],"[""torch.int64""]",48,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.detach_.default,[[1]],"[""torch.int64""]",48,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.lift_fresh.default,[[1]],"[""torch.int32""]",32,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.detach_.default,[[1]],"[""torch.int32""]",32,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.lift_fresh.default,"[[1, 257]]","[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.detach_.default,"[[1, 257]]","[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.lift_fresh.default,[[2]],"[""torch.int32""]",32,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.detach_.default,[[2]],"[""torch.int32""]",32,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.ge.Scalar,[[1]],"[""torch.int64""]",16,16,27.36,1.71,1.44,1.984
enterprise,0,decode,aten.lt.Scalar,[[1]],"[""torch.int64""]",16,16,23.328,1.458,1.44,1.472
enterprise,0,decode,aten.__and__.Tensor,"[[1], [1]]","[""torch.bool"", ""torch.bool""]",16,16,27.264,1.704,1.536,1.888
enterprise,0,decode,aten.mul.Tensor,[[1]],"[""torch.bool""]",16,16,32.992,2.062,1.824,2.368
enterprise,0,decode,aten.add.Tensor,"[[1], [1]]","[""torch.int64"", ""torch.int64""]",8,8,12.64,1.58,1.568,1.6
enterprise,0,decode,aten.__or__.Tensor,"[[1], [1]]","[""torch.bool"", ""torch.bool""]",8,8,12.32,1.54,1.536,1.568
enterprise,0,decode,aten.sub.Tensor,"[[1], [1]]","[""torch.int64"", ""torch.int64""]",8,8,13.376,1.672,1.664,1.696
enterprise,0,decode,aten.mul.Tensor,"[[1], [1]]","[""torch.bool"", ""torch.int64""]",8,8,18.816,2.352,2.336,2.368
enterprise,0,decode,aten.bitwise_not.default,[[1]],"[""torch.bool""]",8,8,12.704,1.588,1.568,1.6
enterprise,0,decode,aten.to.dtype,[[1]],"[""torch.int64""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.embedding.default,"[[75968, 2048], [1]]","[""torch.float16"", ""torch.int64""]",8,8,22.08,2.76,2.72,2.816
enterprise,0,decode,aten.unsqueeze.default,[[1]],"[""torch.bool""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.masked_fill_.Scalar,"[[1, 2048], [1, 1]]","[""torch.float16"", ""torch.bool""]",8,8,20.704,2.588,2.56,2.592
enterprise,0,decode,vllm.all_reduce.default,"[[1, 2048]]","[""torch.float16""]",152,0,0.0,0.0,0.0,0.0
enterprise,0,decode,pynccl.all_reduce,"[[1, 2048]]","[""torch.float16""]",152,152,14941.058,98.29643421052631,8.192,849.376
enterprise,0,decode,aten.detach.default,[[2048]],"[""torch.float16""]",152,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.empty_like.default,"[[1, 2048]]","[""torch.float16""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,_C.rms_norm.default,"[[1, 2048], [1, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",8,8,25.216,3.152,3.104,3.2
enterprise,0,decode,aten.linear.default,"[[1, 2048], [1280, 2048], [1280]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",72,72,1014.4,14.088888888888889,13.696,14.496
enterprise,0,decode,aten.split_with_sizes.default,"[[1, 1280]]","[""torch.float16""]",72,0,0.0,0.0,0.0,0.0
enterprise,0,decode,_C.rotary_embedding.default,"[[1], [1, 1024], [1, 128], [32768, 128]]","[""torch.int64"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",72,72,178.656,2.4813333333333336,2.432,2.624
enterprise,0,decode,aten.zeros.default,[],[],72,72,84.321,1.171125,1.152,1.184
enterprise,0,decode,aten.view.default,"[[1, 1024]]","[""torch.float16""]",144,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.view.default,"[[1, 128]]","[""torch.float16""]",144,0,0.0,0.0,0.0,0.0
enterprise,0,decode,vllm.unified_attention_with_output.default,"[[1, 8, 128], [1, 1, 128], [1, 1, 128], [1, 8, 128]]","[""torch.float16"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",72,232,1655.136,22.988,22.304,24.256
enterprise,0,decode,aten.view.default,"[[1, 8, 128]]","[""torch.float16""]",72,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.linear.default,"[[1, 1024], [2048, 1024]]","[""torch.float16"", ""torch.float16""]",72,72,937.184,13.016444444444446,12.64,14.24
enterprise,0,decode,_C.fused_add_rms_norm.default,"[[1, 2048], [1, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",144,144,392.448,2.7253333333333334,2.56,2.88
enterprise,0,decode,aten.linear.default,"[[1, 2048], [11008, 2048]]","[""torch.float16"", ""torch.float16""]",72,72,6749.472,93.74266666666666,93.184,95.296
enterprise,0,decode,aten.empty.memory_format,[],[],72,0,0.0,0.0,0.0,0.0
enterprise,0,decode,_C.silu_and_mul.default,"[[1, 5504], [1, 11008]]","[""torch.float16"", ""torch.float16""]",72,72,260.992,3.6248888888888886,3.52,3.872
enterprise,0,decode,aten.linear.default,"[[1, 5504], [2048, 5504]]","[""torch.float16"", ""torch.float16""]",72,144,4168.768,57.89955555555555,57.44,58.592
enterprise,0,decode,aten.to.dtype_layout,"[[1, 2048]]","[""torch.float16""]",48,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.detach.default,"[[1, 2048]]","[""torch.float16""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.resolve_conj.default,"[[1, 2048]]","[""torch.float16""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.resolve_neg.default,"[[1, 2048]]","[""torch.float16""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.lift_fresh.default,"[[1, 2048]]","[""torch.float16""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,c10d.broadcast_.default,"[[1, 2048]]","[""torch.float16""]",16,16,96.544,6.034,5.344,6.752
enterprise,0,decode,aten.to.device,[[1]],"[""torch.int64""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.index_select.default,"[[1, 2048], [1]]","[""torch.float16"", ""torch.int64""]",8,8,20.704,2.588,2.56,2.624
enterprise,0,decode,aten.linear.default,"[[1, 2048], [75968, 2048]]","[""torch.float16"", ""torch.float16""]",8,8,5087.969,635.996125,634.944,636.864
enterprise,0,decode,aten.empty_like.default,"[[1, 75968]]","[""torch.float16""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,c10d.gather_.default,"[[1, 75968], [1, 75968], [1, 75968]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",8,8,963.296,120.412,23.52,255.168
enterprise,0,decode,aten.cat.default,"[[1, 75968], [1, 75968]]","[""torch.float16"", ""torch.float16""]",8,8,22.624,2.828,2.784,2.88
enterprise,0,decode,aten.alias.default,"[[1, 151936]]","[""torch.float16""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.to.dtype,"[[1, 151936]]","[""torch.float16""]",8,8,26.496,3.312,3.264,3.36
enterprise,0,decode,aten.to.dtype_layout,"[[1, 151936]]","[""torch.float32""]",16,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.detach.default,"[[1, 151936]]","[""torch.float32""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.resolve_conj.default,"[[1, 151936]]","[""torch.float32""]",8,0,0.0,0.0,0.0,0.0
enterprise,0,decode,aten.resolve_neg.default,"[[1, 151936]]","[""torch.float32""]",8,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.lift_fresh.default,[[1024]],"[""torch.int64""]",20,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.detach_.default,[[1024]],"[""torch.int64""]",20,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.lift_fresh.default,[[1]],"[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.detach_.default,[[1]],"[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.lift_fresh.default,"[[1, 64]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.detach_.default,"[[1, 64]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.lift_fresh.default,[[2]],"[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.detach_.default,[[2]],"[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.ge.Scalar,[[1024]],"[""torch.int64""]",8,8,14.048,1.756,1.536,2.016
enterprise,1,prefill,aten.lt.Scalar,[[1024]],"[""torch.int64""]",8,8,13.792,1.724,1.568,1.92
enterprise,1,prefill,aten.__and__.Tensor,"[[1024], [1024]]","[""torch.bool"", ""torch.bool""]",8,8,10.912,1.364,1.344,1.408
enterprise,1,prefill,aten.mul.Tensor,[[1024]],"[""torch.bool""]",8,8,23.04,2.88,2.56,3.328
enterprise,1,prefill,aten.add.Tensor,"[[1024], [1024]]","[""torch.int64"", ""torch.int64""]",4,4,7.008,1.752,1.728,1.76
enterprise,1,prefill,aten.__or__.Tensor,"[[1024], [1024]]","[""torch.bool"", ""torch.bool""]",4,4,5.44,1.36,1.344,1.376
