topology,isl,osl,requested_concurrency,actual_batch_size,batch_id,phase,capture_first_prefill,representative_token_idx,representative_context_len,representative_queue_ms,raw_activation_bytes_each_direction,enterprise_front_prefill_ms,enterprise_front_decode_ms,cloud_middle_prefill_ms,cloud_middle_decode_ms,enterprise_back_prefill_ms,enterprise_back_decode_ms,upload_bytes,download_bytes,upload_ms,download_ms,rpc_wall_ms,cloud_queue_ms,enterprise_stage_pack_ms,enterprise_receive_ms,cloud_receive_ms,cloud_d2h_ms,step_wall_ms
tp_1_1,512,128,1,1,3dced4024bd04e9bb575d2a589ea6be0,decode,False,10,522,0.07805400309734978,8192,,2.4432640075683594,,13.83340835571289,,4.190847873687744,8477,8658,5.435511,5.38087,25.463927999226144,0.03325799843878485,0.10181600009673275,0.10169599950313568,0.07238399982452393,0.06748199666617438,33.24171900021611
tp_1_1,512,128,1,1,51fb216d07174650befa6e7a3311e720,decode,False,11,523,0.07847700180718675,8192,,2.4784319400787354,,13.836383819580078,,4.339935779571533,8477,8659,5.422662,5.374225,25.45978499983903,0.03213300078641623,0.09914600013871677,0.1008640006184578,0.07478400319814682,0.06562400085385889,33.42703999805963
tp_1_1,512,128,1,1,25b0ad04c24642c38ac3fa695630bcca,decode,False,12,524,0.08650000017951243,8192,,2.430111885070801,,13.66380786895752,,4.239744186401367,8477,8658,5.407569,5.362328,25.26691399907577,0.029971000913064927,0.10133400064660236,0.10060799866914749,0.07465600222349167,0.06683699757559225,33.056494998163544
tp_1_1,512,128,1,1,868f3e49b4534bbb8563af3bce63d9a9,decode,False,13,525,0.0779390029492788,8192,,2.4442880153656006,,13.69052791595459,,4.260128021240234,8477,8659,5.4076,5.361466,25.295182000263594,0.05329000123310834,0.10444399958942086,0.11692799627780914,0.07196799665689468,0.06704100087517872,33.145818997581955
tp_1_1,512,128,1,1,b4dc1cc31c574a1da39ab490d1453377,decode,False,14,526,0.07973699757712893,8192,,2.491487979888916,,13.78121566772461,,4.268671989440918,8477,8659,5.445692,5.408687,25.456974002736388,0.032479998480994254,0.10011600170400925,0.10115200281143188,0.07241600006818771,0.06559699977515265,33.35905200219713
tp_1_1,512,128,1,1,cde25b5bcae7475b98c4e97ad81244d4,decode,False,15,527,0.08400899969274178,8192,,2.4016640186309814,,13.7739839553833,,4.29091215133667,8477,8657,5.429205,5.378197,25.457395997364074,0.03889899744535796,0.10076499893330038,0.09875199943780899,0.07385600358247757,0.06772000051569194,33.25963600218529
tp_1_1,512,128,1,1,a4dbec6607ce41a5a65a5854990cf978,decode,False,16,528,0.08911899931263179,8192,,2.4060800075531006,,13.674847602844238,,4.217376232147217,8477,8659,5.417604,5.365851,25.30988099897513,0.04668700057663955,0.10103200111188926,0.11872000247240067,0.07097599655389786,0.06829700214439072,33.07705399856786
tp_1_1,512,128,1,1,5c0f1f2dad214f01b09be93055994c07,decode,False,17,529,0.07899899719632231,8192,,2.535007953643799,,13.752960205078125,,4.273695945739746,8477,8659,5.427153,5.370224,25.353892997372895,0.03351700070197694,0.10501300130272284,0.10127999633550644,0.07228799909353256,0.06545399810420349,33.32720400067046
tp_1_1,512,128,1,1,3ecb8b78fdef46c29b2ebfe128498bfd,decode,False,18,530,0.07741800072835758,8192,,2.4403200149536133,,15.817343711853027,,4.258175849914551,8477,8660,5.424311,5.380484,27.47043800263782,0.029703998734476045,0.10176200157729909,0.10227199643850327,0.07503999769687653,0.07834500138415024,35.31091300101252
tp_1_1,512,128,1,1,9ebf1316895a4b648558ebe720ac4868,decode,False,19,531,0.07961500159581192,8192,,2.480128049850464,,14.098400115966797,,4.2184319496154785,8477,8659,5.405801,5.378229,25.750245000381256,0.05310900087351911,0.10152699906029738,0.1048320010304451,0.07436800003051758,0.07397499939543195,33.59120199820609
tp_1_1,512,128,1,1,fa55a39c5a0541ff90ecad96cdfd63f2,decode,False,20,532,0.09284499901696108,8192,,2.482912063598633,,13.712896347045898,,4.286880016326904,8477,8658,5.42895,5.36785,25.371355000970652,0.03408699922147207,0.11025600178982131,0.100832000374794,0.0891840010881424,0.06594499791390263,33.27077400172129
tp_1_1,512,128,1,1,9ff6d388320e4416ba7dba70319c9073,decode,False,21,533,0.07827099761925638,8192,,2.4080638885498047,,13.718400001525879,,4.188511848449707,8477,8660,5.412315,5.372814,25.374209999426967,0.041522998799337074,0.10055600068881176,0.10304000228643417,0.07344000041484833,0.07097799971234053,33.12428400022327
tp_1_1,512,128,1,1,3b7d50daac3c4d9e804da4200fccf304,decode,False,22,534,0.07863900100346655,8192,,2.5057599544525146,,13.7074556350708,,4.3882880210876465,8477,8657,5.436655,5.37794,25.349152001581388,0.03766499867197126,0.10251699859509245,0.10012800246477127,0.07248000055551529,0.06592099816771224,33.39589999814052
tp_1_1,512,128,1,1,e87d2dd1e5944f75bacc49e5677907f5,decode,False,23,535,0.0840579996292945,8192,,2.4271678924560547,,13.735103607177734,,4.306975841522217,8477,8660,5.416694,5.38554,25.41785900029936,0.033180000173160806,0.10074400051962584,0.10422399640083313,0.07552000135183334,0.06755200229235925,33.29262100305641
tp_1_1,512,128,1,1,214cf969eb6d4d0b9103e95cc5068fa3,decode,False,24,536,0.08796499969321303,8192,,2.4048640727996826,,13.75551986694336,,4.2138237953186035,8477,8657,5.432306,5.394042,25.419866000447655,0.03549699977156706,0.10164999912376516,0.1003199964761734,0.07241600006818771,0.07556899799965322,33.29923000273993
tp_1_1,512,128,1,1,599c59dd681947268621c490a70e7626,decode,False,25,537,0.07985000047483481,8192,,2.4669439792633057,,13.858719825744629,,4.251999855041504,8477,8659,5.443445,5.367345,25.507293998089153,0.03239299985580146,0.12996300210943446,0.10236799716949463,0.07487999647855759,0.07094200191204436,33.403112000087276
tp_1_1,512,128,1,1,3819a531113949fdbc4b60fbe2256df0,decode,False,26,538,0.1147619987023063,8192,,2.448960065841675,,13.76576042175293,,4.288928031921387,8477,8658,5.42251,5.380554,25.414640000235522,0.04814999920199625,0.1009679981507361,0.10175999999046326,0.07174400240182877,0.06719900193274952,33.28072400108795
tp_1_1,512,128,1,1,fc0dc738553144cbbf9310a8ed0ba9d3,decode,False,27,539,0.07763200119370595,8192,,2.42793607711792,,13.748703956604004,,4.2679362297058105,8477,8659,5.436692,5.396808,25.431353999010753,0.03736199869308621,0.10054000085801817,0.1008640006184578,0.07478400319814682,0.06708599903504364,33.27471499869716
tp_1_1,512,128,1,1,078edf06108a4d8a8320142bdc8830f8,decode,False,28,540,0.08611600060248747,8192,,2.443648099899292,,13.684639930725098,,4.2748799324035645,8477,8658,5.431762,5.371405,25.349537001602584,0.03502600156934932,0.11068099775002338,0.10159999877214432,0.08524800091981888,0.06619099804083817,33.2010199999786
tp_1_1,512,128,1,1,3b18a3dce8634e9aafc573935cbb6b0d,decode,False,29,541,0.07763800022075884,8192,,2.4363200664520264,,15.262399673461914,,4.285888195037842,8477,8659,5.406984,5.380491,26.93386699684197,0.03292299879831262,0.10190800094278529,0.09974399954080582,0.07366400212049484,0.0740549985493999,34.78648899908876
tp_1_1,512,128,1,1,4bcbb1201f4c4b1a8c1ee3137f7e9fff,decode,False,30,542,0.07827200170140713,8192,,2.492000102996826,,13.707391738891602,,4.243391990661621,8477,8658,5.411817,5.375887,25.336643997434294,0.03199200000381097,0.1013389992294833,0.10156799852848053,0.07280000299215317,0.0751330007915385,33.2172719972732
tp_1_1,512,128,1,1,c5443c48208649debe91254935f64288,decode,False,31,543,0.07759900108794682,8192,,2.444063901901245,,13.754528045654297,,4.229951858520508,8477,8659,5.434535,5.374739,25.390498998604016,0.034806998883141205,0.11599099889281206,0.11129599809646606,0.0711359977722168,0.06829199992353097,33.24369199981447
tp_1_1,512,128,1,1,71d15d868a69496f8295bd1ff418bc6d,decode,False,32,544,0.08532500214641914,8192,,2.4167680740356445,,13.740960121154785,,4.280640125274658,8477,8658,5.428746,5.376489,25.414242001716048,0.03131700213998556,0.11283999992883764,0.10115200281143188,0.0952640026807785,0.06597500032512471,33.27100699971197
tp_1_1,512,128,1,1,d1674cc95fda48b692734fd84fc2224e,decode,False,33,545,0.07772900062263943,8192,,2.458591938018799,,13.706624031066895,,4.236639976501465,8477,8659,5.410298,5.364552,25.368263999553164,0.04096400152775459,0.10091700096381828,0.10147199779748917,0.07440000027418137,0.08076699668890797,33.204993000254035
tp_1_1,512,128,1,1,f5827d5fbbe144b59f211127bf71694b,decode,False,34,546,0.08486200022161938,8192,,2.435391902923584,,13.798175811767578,,4.239744186401367,8477,8658,5.429262,5.384014,25.454624999838416,0.03934499909519218,0.1009700026770588,0.11091200262308121,0.07209599763154984,0.06531400140374899,33.28244200019981
tp_1_1,512,128,1,1,3f3303b87bc34cc990baa796a516887c,decode,False,35,547,0.08199100193451159,8192,,2.42793607711792,,13.721920013427734,,4.405792236328125,8477,8658,5.425285,5.379304,25.368530998093775,0.03089399979216978,0.11598499986575916,0.10140799731016159,0.0963520035147667,0.06682800085400231,33.35372599758557
tp_1_1,512,128,1,1,465edcbfbea84e46afb9693678e4fca3,decode,False,36,548,0.07840600301278755,8192,,2.450592041015625,,13.773823738098145,,4.235167980194092,8477,8657,5.420794,5.377121,25.41123700211756,0.033100997825386,0.10105999899678864,0.12230399996042252,0.07372800260782242,0.06642900189035572,33.23966899915831
tp_1_1,512,128,1,1,8015c53891584289ad9e42dba610690f,decode,False,37,549,0.07881000055931509,8192,,2.4198720455169678,,13.773664474487305,,4.217951774597168,8477,8659,5.444264,5.392447,25.43754499856732,0.03647699850262143,0.10058900079457089,0.10169599950313568,0.07366400212049484,0.06531400140374899,33.24155899827019
tp_1_1,512,128,1,1,64d9e0f6f86744f58ca242d84ed73807,decode,False,38,550,0.0804049996077083,8192,,2.4801599979400635,,13.703712463378906,,4.2545599937438965,8477,8660,5.424902,5.395643,25.368996000906918,0.030038998374948278,0.10086600013892166,0.0989760011434555,0.07468800246715546,0.06519399903481826,33.2409029979317
tp_1_1,512,128,1,1,0ca5383f91a943cd858a4b4501314942,decode,False,39,551,0.08411399903707206,8192,,2.4535999298095703,,14.589056015014648,,4.245664119720459,8477,8659,5.456516,5.400645,26.285636999091366,0.03651799852377735,0.1030570019793231,0.10211200267076492,0.07254400104284286,0.06470799780800007,34.11086100095417
tp_1_1,512,128,1,1,cea24118911d45c9bf5005aebb4ddb67,decode,False,40,552,0.07907400140538812,8192,,2.4503040313720703,,13.70793628692627,,4.278240203857422,8477,8657,5.444416,5.377644,25.36742699885508,0.03809799818554893,0.10185900100623257,0.10105600208044052,0.0735040009021759,0.07127000208129175,33.23963599905255
tp_1_1,512,128,1,1,01b6d1567b22459384684935a562a81d,decode,False,41,553,0.09463199967285618,8192,,2.442528009414673,,13.736096382141113,,4.234687805175781,8477,8659,5.449142,5.375518,25.410870999621693,0.03856100011034869,0.09850999776972458,0.10108800232410431,0.07487999647855759,0.06912600292707793,33.224358998268144
tp_1_1,512,128,1,1,204090ff58804aabbe37f3806f6850bb,decode,False,42,554,0.07761799861327745,8192,,2.4332799911499023,,13.715840339660645,,4.275839805603027,8477,8658,5.417924,5.364425,25.351251002575736,0.03804399966611527,0.11400799849070609,0.10118400305509567,0.0880960002541542,0.07019999975454994,33.19173899944872
tp_1_1,512,128,1,1,63962abea4d145b4b266c86847d551f4,decode,False,43,555,0.08339199848705903,8192,,2.438080072402954,,13.598176002502441,,4.259103775024414,8477,8659,5.425963,5.37327,25.246844001230784,0.05824999971082434,0.10269799895468168,0.1008640006184578,0.07295999675989151,0.07703799929004163,33.076478001021314
tp_1_1,512,128,1,1,906afd5ab9654ea6a687d5d8da552cf8,decode,False,44,556,0.07973500032676384,8192,,2.4715840816497803,,13.693568229675293,,4.1869120597839355,8477,8658,5.433427,5.389325,25.33252600187552,0.04244099909556098,0.10018100147135556,0.11503999680280685,0.0724480003118515,0.06923800174263306,33.14288799811038
tp_1_1,512,128,1,1,dd3b67e526684559b7e18da7ccc89bc0,decode,False,45,557,0.09525400309939869,8192,,2.4414401054382324,,13.759967803955078,,4.298463821411133,8477,8659,5.462122,5.381966,25.437456999497954,0.03270399975008331,0.09929100269800983,0.10047999769449234,0.07011199742555618,0.07231400013552047,33.31624699785607
tp_1_1,512,128,1,1,cf8725c440b84f9e9b4479e3227880a7,decode,False,46,558,0.0769159996707458,8192,,2.41375994682312,,13.870464324951172,,4.201375961303711,8477,8660,5.421297,5.360159,25.496395999653032,0.036687000829260796,0.10902099893428385,0.1122559979557991,0.08486399799585342,0.06860799840069376,33.240139000554336
tp_1_1,512,128,1,1,6b518227d3624f679d6f95c4a4203021,decode,False,47,559,0.0853019992064219,8192,,2.5144639015197754,,13.703968048095703,,4.224160194396973,8477,8657,5.433911,5.380869,25.34614699834492,0.04498999987845309,0.09941499956767075,0.11231999844312668,0.0721919983625412,0.0659990000713151,33.22974100228748
tp_1_1,512,128,1,1,9c818765cd2842e1afdddcf8f886fbea,decode,False,48,560,0.09514799967291765,8192,,2.4127039909362793,,16.098623275756836,,4.383359909057617,8477,8660,5.455995,5.383201,27.800624000519747,0.033524000173201784,0.10026800009654835,0.10265599936246872,0.07257600128650665,0.07729400022071786,35.75367300072685
tp_1_1,512,128,1,1,a0768c77faa84a74bef5e0cdd0d5ab83,decode,False,49,561,0.07897299656178802,8192,,2.4175679683685303,,13.797344207763672,,4.236767768859863,8477,8660,5.437275,5.385552,25.448149001022102,0.033733998861862347,0.09922500248649158,0.10233599692583084,0.07264000177383423,0.06792099884478375,33.243540001421934
tp_1_1,512,128,1,1,2349a49f930e4d8ab6b5ec1d6272e99b,decode,False,50,562,0.08559300113120116,8192,,2.51200008392334,,13.718239784240723,,4.261407852172852,8477,8659,5.421891,5.385924,25.397806999535533,0.031651001336285844,0.10995300181093626,0.10416000336408615,0.07433599978685379,0.06744600250385702,33.29874799965182
tp_1_1,512,128,1,1,ceaf8246732843ccb7aba25e8f8dea7d,decode,False,51,563,0.08299799810629338,8192,,2.4282240867614746,,13.60204792022705,,4.282464027404785,8477,8659,5.415227,5.374219,25.279007997596636,0.040359998820349574,0.10164900231757201,0.12624000012874603,0.07545600086450577,0.08193499888875522,33.12051499960944
tp_1_1,512,128,1,1,edca5c2adc164ba5bac46edd1a97fbb3,decode,False,52,564,0.07649699909961782,8192,,2.470463991165161,,13.78048038482666,,4.2435197830200195,8477,8656,5.52217,5.395717,25.528845999360783,0.03491100142127834,0.10262700016028248,0.10153599828481674,0.0764480009675026,0.0646840016997885,33.371544999681646
tp_1_1,512,128,1,1,8d1e06522eca4ae2b0a98475f2b7220e,decode,False,53,565,0.08611800149083138,8192,,2.516767978668213,,13.763615608215332,,4.274335861206055,8477,8657,5.42729,5.377765,25.461354001890868,0.03507500150590204,0.1114369988499675,0.1016319990158081,0.0767040029168129,0.06582200148841366,33.386415998393204
tp_1_1,512,128,1,1,2a265c58c21b46cba60e54193dff2b5e,decode,False,54,566,0.07850300244172104,8192,,2.4260480403900146,,13.826016426086426,,4.299488067626953,8477,8660,5.423506,5.417139,25.492791999568,0.031163999665295705,0.1037560032273177,0.100832000374794,0.07206399738788605,0.06387000030372292,33.37747799741919
tp_1_1,512,128,1,1,f9fa7e71b6d84f57925ae20c7108bc2f,decode,False,55,567,0.08447599975625053,8192,,2.4172160625457764,,13.754752159118652,,4.245823860168457,8477,8658,5.421633,5.375338,25.41239199854317,0.0338079989887774,0.10309400022379123,0.09878399968147278,0.07574400305747986,0.08000700108823366,33.21270900050877
tp_1_1,512,128,1,1,138108d7fce34d58bb415e87aa86b688,decode,False,56,568,0.0789440018706955,8192,,2.5352959632873535,,13.732928276062012,,4.204319953918457,8477,8659,5.442771,5.387644,25.444717997743282,0.059730999055318534,0.10267299876431935,0.10195200145244598,0.0727040022611618,0.06686999768135138,33.31774099933682
tp_1_1,512,128,1,1,44232a40e90041869fe4fd0f53927fb8,decode,False,57,569,0.07721700239926577,8192,,2.475231885910034,,13.792287826538086,,4.326623916625977,8477,8658,5.446467,5.379854,25.467547002335778,0.04011599958175793,0.0997219976852648,0.10096000134944916,0.07174400240182877,0.06489500083262101,33.41888700015261
tp_1_1,512,128,1,1,27af970ee33448a491c708d69b191a1f,decode,False,58,570,0.07734199971309863,8192,,2.417056083679199,,15.346816062927246,,4.241568088531494,8477,8659,5.417338,5.376353,27.018507000320824,0.03405700044822879,0.10931499855360016,0.10009600222110748,0.08620800077915192,0.06818000110797584,34.80875700188335
tp_1_1,512,128,1,1,8a578dbdf50d4beeaac4eb5accaf05cc,decode,False,59,571,0.08884500130079687,8192,,2.5051519870758057,,13.927295684814453,,4.290815830230713,8477,8659,5.423131,5.363378,25.616658000217285,0.03137399835395627,0.10780500088003464,0.10547199845314026,0.08636800199747086,0.06609800038859248,33.553582998138154
tp_1_1,512,128,1,1,1203d54fcd9f466f86b342f7ceff6495,decode,False,60,572,0.07797500074957497,8192,,2.425823926925659,,13.936736106872559,,4.2775678634643555,8477,8658,5.44504,5.389112,25.597026997274952,0.03389799894648604,0.10386099893366918,0.10185600072145462,0.0719040036201477,0.06793799911974929,33.46394300024258
tp_1_1,512,128,1,1,e160d432ebde41479869caefc3f19dae,decode,False,61,573,0.07719700079178438,8192,,2.4838080406188965,,13.893631935119629,,4.356607913970947,8477,8658,5.420249,5.37337,25.517385998682585,0.03166899841744453,0.10090599971590564,0.10208000242710114,0.0727040022611618,0.06591700002900325,33.48533200187376
tp_1_1,512,128,1,1,bcaa90d4626c4210bb4cf8a44357cad8,decode,False,62,574,0.09035900075105019,8192,,2.455456018447876,,13.85536003112793,,4.273920059204102,8477,8657,5.438812,5.377575,25.549653997586574,0.03792699862970039,0.11436299973865971,0.09971199929714203,0.09855999797582626,0.0785449992690701,33.44636999827344
tp_1_1,512,128,1,1,df1f26a20cf5476d8033cf0116bbcd9c,decode,False,63,575,0.07783899854985066,8192,,2.4757440090179443,,13.88099193572998,,4.226655960083008,8477,8657,5.396724,5.413833,25.5705739982659,0.03672899765660986,0.10077100159833208,0.11324799805879593,0.07241600006818771,0.06524000127683394,33.397906001482625
tp_1_1,512,128,1,1,e36acb57862e4dbbb899455896592819,decode,False,64,576,0.09496799975750037,8192,,2.420639991760254,,13.87388801574707,,4.234720230102539,8477,8658,5.419782,5.374458,25.540995000483235,0.038698999560438097,0.1250019995495677,0.10470400005578995,0.08505599945783615,0.0783059986133594,33.37248400202952
tp_1_1,512,128,1,1,d568cabe125c4d78856ba1e7dae812cf,decode,False,65,577,0.07793100303388201,8192,,2.4845120906829834,,13.890239715576172,,4.269472122192383,8477,8660,5.416194,5.377696,25.531864001095528,0.031104998925002292,0.10092400043504313,0.11267200112342834,0.07267200201749802,0.07003199789323844,33.40019699680852
tp_1_1,512,128,1,1,28d6f46a657b4f818b74f4b33a822f2a,decode,False,66,578,0.0919010017241817,8192,,2.4450559616088867,,13.92915153503418,,4.274112224578857,8477,8658,5.420497,5.366982,25.551644001097884,0.033540000003995374,0.10133700197911821,0.09942399710416794,0.07254400104284286,0.0655959993309807,33.41082800034201
tp_1_1,512,128,1,1,c57a8a0dde884b8a8bb92e973bc7d0d9,decode,False,67,579,0.07920899952296168,8192,,2.4245119094848633,,13.90550422668457,,4.218656063079834,8477,8657,5.413961,5.361681,25.51714999935939,0.03395099702174775,0.10114099859492853,0.1016639992594719,0.07225599884986877,0.0662989987176843,33.2774580019759
tp_1_1,512,128,1,1,fbdafcfacd5d4d81957e1069c92ecda8,decode,False,68,580,0.07927000115159899,8192,,2.476223945617676,,13.863167762756348,,4.241727828979492,8477,8660,5.435573,5.372183,25.533703999826685,0.032633997761877254,0.10031100100604817,0.09958399832248688,0.07126399874687195,0.07766899943817407,33.41315799843869
tp_1_1,512,128,1,1,c3d195410e134b90a3002ca71496bde6,decode,False,69,581,0.07788500079186633,8192,,2.413439989089966,,14.057279586791992,,4.252992153167725,8477,8658,5.415571,5.400887,26.19727999990573,0.03822199869318865,0.11214500045753084,0.10195200145244598,0.07811199873685837,0.0703189980413299,34.01310899789678
tp_1_1,512,128,1,1,6c37988403d34180b7ffe1dc92af4449,decode,False,70,582,0.08415300180786289,8192,,2.4651200771331787,,13.934816360473633,,4.245567798614502,8477,8660,5.403635,5.364977,25.563851002516458,0.030376999347936362,0.10219400064670481,0.09910400211811066,0.0732479989528656,0.06693099930998869,33.3996829976968
tp_1_1,512,128,1,1,debe6cc6943f41d580ed020063251df5,decode,False,71,583,0.07839799945941195,8192,,2.4622080326080322,,13.905440330505371,,4.280640125274658,8477,8660,5.426215,5.357369,25.507441998342983,0.030805000278633088,0.10007700257119723,0.09961599856615067,0.07254400104284286,0.06488399958470836,33.40717799801496
tp_1_1,512,128,1,1,8a6f4e79910342fba9d634b1c8acaf74,decode,False,72,584,0.07930699939606711,8192,,2.4206080436706543,,13.929247856140137,,4.19539213180542,8477,8660,5.406264,5.364414,25.539467002090532,0.035798999306280166,0.10781799937831238,0.12172800302505493,0.07356800138950348,0.06502800169982947,33.2959600018512
tp_1_1,512,128,1,1,685552b5ebd34162840f4feb8764d5d6,decode,False,73,585,0.07820100290700793,8192,,2.4070401191711426,,13.832575798034668,,4.194911956787109,8477,8658,5.428519,5.376609,25.452272999245906,0.03287499930593185,0.101349000033224,0.09785600006580353,0.07206399738788605,0.06517400106531568,33.17280899864272
tp_1_1,512,128,1,1,9dcedaea180044aa8f0fe6ee0283dd01,decode,False,74,586,0.0993470021057874,8192,,2.486975908279419,,13.933247566223145,,4.379744052886963,8477,8658,5.425756,5.354206,25.562832997820806,0.03235300027881749,0.11351300054229796,0.1013759970664978,0.09955199807882309,0.0665219995426014,33.57289699852117
tp_1_1,512,128,1,1,c82aebc3878a4e94984c99b56502cc24,decode,False,75,587,0.07799300146871246,8192,,2.454943895339966,,13.893792152404785,,4.181119918823242,8477,8660,5.414697,5.394582,25.529916998493718,0.034789998608175665,0.10203500278294086,0.09913600236177444,0.07932800054550171,0.06783400021959096,33.2897279986355
tp_1_1,512,128,1,1,3dc48d879b2e4e66989f02678627c96a,decode,False,76,588,0.07981400267453864,8192,,2.457535982131958,,13.913215637207031,,4.300992012023926,8477,8660,5.415927,5.361665,25.53449500192073,0.029205999453552067,0.11434599946369417,0.10335999727249146,0.08726400136947632,0.06625799869652838,33.441577998019056
tp_1_1,512,128,1,1,577d171bd9564cbab7d9274184025a71,decode,False,77,589,0.08066499867709354,8192,,2.453023910522461,,13.98310375213623,,4.254720211029053,8477,8659,5.411585,5.370821,25.621320000936976,0.053624000429408625,0.09834199954639189,0.09904000163078308,0.07315199822187424,0.06572400161530823,33.45527900091838
tp_1_1,512,128,1,1,76def1ead93448cfb0467e7e76b522a6,decode,False,78,590,0.08313900252687745,8192,,2.3997440338134766,,13.847519874572754,,4.2414398193359375,8477,8659,5.425068,5.369391,25.503070999548072,0.03572399873519316,0.11336499665048905,0.10070399940013885,0.08748800307512283,0.07875200026319362,33.289758997852914
tp_1_1,512,128,1,1,f44ee20ae5134afbb3b11dcbd4ac8737,decode,False,79,591,0.0769200014474336,8192,,2.4049599170684814,,13.860447883605957,,4.2707200050354,8477,8657,5.403386,5.362376,25.46115000222926,0.0314819990308024,0.09946700083673932,0.11750400066375732,0.07203199714422226,0.0705720012774691,33.26400600053603
tp_1_1,512,128,1,1,0b2849082f1e491b82f67b5fd565611b,decode,False,80,592,0.07706500036874786,8192,,2.452863931655884,,13.920831680297852,,4.239488124847412,8477,8658,5.434231,5.368638,25.549637000949588,0.030347000574693084,0.09907699859468266,0.10035199671983719,0.0753600001335144,0.0697029972798191,33.40362899689353
tp_1_1,512,128,1,1,54a89ee483cb497c90c048fba7a9c51b,decode,False,81,593,0.07993100007297471,8192,,2.4127678871154785,,13.901599884033203,,4.223199844360352,8477,8658,5.401879,5.359818,25.51669199965545,0.02975400275317952,0.11073100176872686,0.10147199779748917,0.08432000130414963,0.0675349983794149,33.285159999650205
